Annotation	Gene	Input
cAMP signaling pathway	Grin2b	1
cAMP signaling pathway	Grin2c	1
cAMP signaling pathway	Grin2d	1
cAMP signaling pathway	Grin3a	1
cAMP signaling pathway	Grin3b	1
cAMP signaling pathway	Hcar1	1
cAMP signaling pathway	Hcar2	1
cAMP signaling pathway	Hcn2	1
cAMP signaling pathway	Hcn4	1
cAMP signaling pathway	Hhip	1
cAMP signaling pathway	Htr1a	1
cAMP signaling pathway	Htr1b	1
cAMP signaling pathway	Htr1d	1
cAMP signaling pathway	Htr1f	1
cAMP signaling pathway	Htr4	1
cAMP signaling pathway	Htr6	1
cAMP signaling pathway	Jun	1
cAMP signaling pathway	Lipe	1
cAMP signaling pathway	Map2k1	1
cAMP signaling pathway	Map2k2	1
cAMP signaling pathway	Mapk1	1
cAMP signaling pathway	Mapk10	1
cAMP signaling pathway	Mapk3	1
cAMP signaling pathway	Mapk8	1
cAMP signaling pathway	Mapk9	1
cAMP signaling pathway	Mc2r	1
cAMP signaling pathway	Myl9	1
cAMP signaling pathway	Nfatc1	1
cAMP signaling pathway	Nfkb1	1
cAMP signaling pathway	Nfkbia	1
cAMP signaling pathway	Npr1	1
cAMP signaling pathway	Npy	1
cAMP signaling pathway	Npy1r	1
cAMP signaling pathway	Orai1	1
cAMP signaling pathway	Oxtr	1
cAMP signaling pathway	Pak1	1
cAMP signaling pathway	Pde3a	1
cAMP signaling pathway	Pde3b	1
cAMP signaling pathway	Pde4a	1
cAMP signaling pathway	Pde4b	1
cAMP signaling pathway	Pde4c	1
cAMP signaling pathway	Pde4d	1
cAMP signaling pathway	Pik3ca	1
cAMP signaling pathway	Pik3cb	1
cAMP signaling pathway	Pik3cd	1
cAMP signaling pathway	Pik3r1	1
cAMP signaling pathway	Pik3r2	1
cAMP signaling pathway	Pik3r3	1
cAMP signaling pathway	Plce1	1
cAMP signaling pathway	Pld1	1
cAMP signaling pathway	Pld2	1
cAMP signaling pathway	Pln	1
cAMP signaling pathway	Ppara	1
cAMP signaling pathway	Ppp1ca	1
cAMP signaling pathway	Ppp1cb	1
cAMP signaling pathway	Ppp1cc	1
cAMP signaling pathway	Ppp1ccb	1
cAMP signaling pathway	Ppp1r12a	1
cAMP signaling pathway	Ppp1r1b	1
cAMP signaling pathway	Prkaca	1
cAMP signaling pathway	Prkacb	1
cAMP signaling pathway	Ptch1	1
cAMP signaling pathway	Ptger2	1
cAMP signaling pathway	Ptger3	1
cAMP signaling pathway	Rac1	1
cAMP signaling pathway	Rac2	1
cAMP signaling pathway	Rac3	1
cAMP signaling pathway	Raf1	1
cAMP signaling pathway	Rap1a	1
cAMP signaling pathway	Rap1b	1
cAMP signaling pathway	Rapgef3	1
cAMP signaling pathway	Rapgef4	1
cAMP signaling pathway	Rela	1
cAMP signaling pathway	Rhoa	1
cAMP signaling pathway	Rock1	1
cAMP signaling pathway	Rock2	1
cAMP signaling pathway	Rras	1
cAMP signaling pathway	Rras2	1
cAMP signaling pathway	Ryr2	1
cAMP signaling pathway	Slc9a1	1
cAMP signaling pathway	Sox9	1
cAMP signaling pathway	Sstr1	1
cAMP signaling pathway	Sstr2	1
cAMP signaling pathway	Sstr5	1
cAMP signaling pathway	Sucnr1	1
cAMP signaling pathway	Tiam1	1
cAMP signaling pathway	Tnni3	1
cAMP signaling pathway	Tshr	1
cAMP signaling pathway	Vav1	1
cAMP signaling pathway	Vav2	1
cAMP signaling pathway	Vav3	1
cAMP signaling pathway	Vipr2	1
Cap binding complex	Ncbp1	1
Cap binding complex	Ncbp2	1
Carbohydrate digestion and absorption	Akt1	1
Carbohydrate digestion and absorption	Akt2	1
Carbohydrate digestion and absorption	Akt3	1
Carbohydrate digestion and absorption	Amy1	1
Carbohydrate digestion and absorption	Amy2a2	1
Carbohydrate digestion and absorption	Amy2a3	1
Carbohydrate digestion and absorption	Amy2a4	1
Carbohydrate digestion and absorption	Amy2a5	1
Carbohydrate digestion and absorption	Atp1a1	1
Carbohydrate digestion and absorption	Atp1a2	1
Carbohydrate digestion and absorption	Atp1a3	1
Carbohydrate digestion and absorption	Atp1a4	1
Carbohydrate digestion and absorption	Atp1b1	1
Carbohydrate digestion and absorption	Atp1b2	1
Carbohydrate digestion and absorption	Atp1b3	1
Carbohydrate digestion and absorption	Atp1b4	1
Carbohydrate digestion and absorption	Cacna1d	1
Carbohydrate digestion and absorption	Fxyd2	1
Carbohydrate digestion and absorption	G6pc	1
Carbohydrate digestion and absorption	G6pc2	1
Carbohydrate digestion and absorption	G6pc3	1
Carbohydrate digestion and absorption	Gnat3	1
Carbohydrate digestion and absorption	Hk1	1
Carbohydrate digestion and absorption	Hk2	1
Carbohydrate digestion and absorption	Hk3	1
Carbohydrate digestion and absorption	Hkdc1	1
Carbohydrate digestion and absorption	Lct	1
Carbohydrate digestion and absorption	Mgam	1
Carbohydrate digestion and absorption	Pik3ca	1
Carbohydrate digestion and absorption	Pik3cb	1
Carbohydrate digestion and absorption	Pik3cd	1
Carbohydrate digestion and absorption	Pik3r1	1
Carbohydrate digestion and absorption	Pik3r2	1
Carbohydrate digestion and absorption	Pik3r3	1
Carbohydrate digestion and absorption	Plcb2	1
Carbohydrate digestion and absorption	Prkcb	1
Carbohydrate digestion and absorption	Sis	1
Carbohydrate digestion and absorption	Slc2a2	1
Carbohydrate digestion and absorption	Slc2a5	1
Carbohydrate digestion and absorption	Slc37a4	1
Carbohydrate digestion and absorption	Slc5a1	1
Carbohydrate digestion and absorption	Tas1r2	1
Carbohydrate digestion and absorption	Tas1r3	1
Carbon metabolism	4933405O20Rik	1
Carbon metabolism	Acadm	1
Carbon metabolism	Acads	1
Carbon metabolism	Acat1	1
Carbon metabolism	Acat2	1
Carbon metabolism	Aco1	1
Carbon metabolism	Aco2	1
Carbon metabolism	Acss1	1
Carbon metabolism	Acss2	1
Carbon metabolism	Adh5	1
Carbon metabolism	Adpgk	1
Carbon metabolism	Agxt	1
Carbon metabolism	Aldh6a1	1
Carbon metabolism	Aldoa	1
Carbon metabolism	Aldoart1	1
Carbon metabolism	Aldob	1
Carbon metabolism	Aldoc	1
Carbon metabolism	Amt	1
Carbon metabolism	Cat	1
Carbon metabolism	Cps1	1
Carbon metabolism	Cs	1
Carbon metabolism	Csl	1
Carbon metabolism	Dlat	1
Carbon metabolism	Dld	1
Carbon metabolism	Dlst	1
Carbon metabolism	Echs1	1
Carbon metabolism	Ehhadh	1
Carbon metabolism	Eno1	1
Carbon metabolism	Eno1b	1
Carbon metabolism	Eno2	1
Carbon metabolism	Eno3	1
Carbon metabolism	Esd	1
Carbon metabolism	Fbp1	1
Carbon metabolism	Fbp2	1
Carbon metabolism	Fh1	1
Carbon metabolism	G6pd2	1
Carbon metabolism	G6pdx	1
Carbon metabolism	Gapdh	1
Carbon metabolism	Gapdh-ps15	1
Carbon metabolism	Gck	1
Carbon metabolism	Gldc	1
Carbon metabolism	Glud1	1
Carbon metabolism	Glyctk	1
Carbon metabolism	Got1	1
Carbon metabolism	Got2	1
Carbon metabolism	Gpi1	1
Carbon metabolism	Gpt	1
Carbon metabolism	Gpt2	1
Carbon metabolism	H6pd	1
Carbon metabolism	Hadha	1
Carbon metabolism	Hao1	1
Carbon metabolism	Hao2	1
Carbon metabolism	Hibch	1
Carbon metabolism	Hk1	1
Carbon metabolism	Hk2	1
Carbon metabolism	Hk3	1
Carbon metabolism	Hkdc1	1
Carbon metabolism	Idh1	1
Carbon metabolism	Idh2	1
Carbon metabolism	Idh3a	1
Carbon metabolism	Idh3b	1
Carbon metabolism	Idh3g	1
Carbon metabolism	Idnk	1
Carbon metabolism	Mcee	1
Carbon metabolism	Mdh1	1
Carbon metabolism	Mdh2	1
Carbon metabolism	Me1	1
Carbon metabolism	Me2	1
Carbon metabolism	Me3	1
Carbon metabolism	Mmut	1
Carbon metabolism	Mthfr	1
Carbon metabolism	Ogdh	1
Carbon metabolism	Ogdhl	1
Carbon metabolism	Pcca	1
Carbon metabolism	Pccb	1
Carbon metabolism	Pcx	1
Carbon metabolism	Pdha1	1
Carbon metabolism	Pdha2	1
Carbon metabolism	Pdhb	1
Carbon metabolism	Pfkl	1
Carbon metabolism	Pfkm	1
Carbon metabolism	Pfkp	1
Carbon metabolism	Pgam1	1
Carbon metabolism	Pgam2	1
Carbon metabolism	Pgd	1
Carbon metabolism	Pgk1	1
Carbon metabolism	Pgk2	1
Carbon metabolism	Pgls	1
Carbon metabolism	Pgp	1
Carbon metabolism	Phgdh	1
Carbon metabolism	Pklr	1
Carbon metabolism	Pkm	1
Carbon metabolism	Prps1	1
Carbon metabolism	Prps1l1	1
Carbon metabolism	Prps1l3	1
Carbon metabolism	Prps2	1
Carbon metabolism	Psat1	1
Carbon metabolism	Psph	1
Carbon metabolism	Rgn	1
Carbon metabolism	Rpe	1
Carbon metabolism	Rpia	1
Carbon metabolism	Sdha	1
Carbon metabolism	Sdhb	1
Carbon metabolism	Sdhc	1
Carbon metabolism	Sdhd	1
Carbon metabolism	Sds	1
Carbon metabolism	Sdsl	1
Carbon metabolism	Shmt1	1
Carbon metabolism	Shmt2	1
Carbon metabolism	Sucla2	1
Carbon metabolism	Suclg1	1
Carbon metabolism	Suclg2	1
Carbon metabolism	Taldo1	1
Carbon metabolism	Tkfc	1
Carbon metabolism	Tkt	1
Carbon metabolism	Tktl1	1
Carbon metabolism	Tktl2	1
Carbon metabolism	Tpi1	1
Cardiac muscle contraction	Actc1	1
Cardiac muscle contraction	Atp1a1	1
Cardiac muscle contraction	Atp1a2	1
Cardiac muscle contraction	Atp1a3	1
Cardiac muscle contraction	Atp1a4	1
Cardiac muscle contraction	Atp1b1	1
Cardiac muscle contraction	Atp1b2	1
Cardiac muscle contraction	Atp1b3	1
Cardiac muscle contraction	Atp1b4	1
Cardiac muscle contraction	Atp2a2	1
Cardiac muscle contraction	Cacna1c	1
Cardiac muscle contraction	Cacna1d	1
Cardiac muscle contraction	Cacna1f	1
Cardiac muscle contraction	Cacna1s	1
Cardiac muscle contraction	Cacna2d1	1
Cardiac muscle contraction	Cacna2d2	1
Cardiac muscle contraction	Cacna2d3	1
Cardiac muscle contraction	Cacna2d4	1
Cardiac muscle contraction	Cacnb1	1
Cardiac muscle contraction	Cacnb2	1
Cardiac muscle contraction	Cacnb3	1
Cardiac muscle contraction	Cacnb4	1
Cardiac muscle contraction	Cacng1	1
Cardiac muscle contraction	Cacng2	1
Cardiac muscle contraction	Cacng3	1
Cardiac muscle contraction	Cacng4	1
Cardiac muscle contraction	Cacng5	1
Cardiac muscle contraction	Cacng6	1
Cardiac muscle contraction	Cacng7	1
Cardiac muscle contraction	Cacng8	1
Cardiac muscle contraction	COX1	1
Cardiac muscle contraction	COX2	1
Cardiac muscle contraction	COX3	1
Cardiac muscle contraction	Cox4i1	1
Cardiac muscle contraction	Cox4i2	1
Cardiac muscle contraction	Cox5a	1
Cardiac muscle contraction	Cox5b	1
Cardiac muscle contraction	Cox6a1	1
Cardiac muscle contraction	Cox6a2	1
Cardiac muscle contraction	Cox6b1	1
Cardiac muscle contraction	Cox6b2	1
Cardiac muscle contraction	Cox6c	1
Cardiac muscle contraction	Cox7a1	1
Cardiac muscle contraction	Cox7a2	1
Cardiac muscle contraction	Cox7a2l	1
Cardiac muscle contraction	Cox7b	1
Cardiac muscle contraction	Cox7b2	1
Cardiac muscle contraction	Cox7c	1
Cardiac muscle contraction	Cox8a	1
Cardiac muscle contraction	Cox8b	1
Cardiac muscle contraction	Cox8c	1
Cardiac muscle contraction	Cyc1	1
Cardiac muscle contraction	CYTB	1
Cardiac muscle contraction	Fxyd2	1
Cardiac muscle contraction	Myh6	1
Cardiac muscle contraction	Myh7	1
Cardiac muscle contraction	Myl2	1
Cardiac muscle contraction	Myl3	1
Cardiac muscle contraction	Myl4	1
Cardiac muscle contraction	Ryr2	1
Cardiac muscle contraction	Slc8a1	1
Cardiac muscle contraction	Slc9a1	1
Cardiac muscle contraction	Slc9a6	1
Cardiac muscle contraction	Tnnc1	1
Cardiac muscle contraction	Tnni3	1
Cardiac muscle contraction	Tnnt2	1
Cardiac muscle contraction	Tpm1	1
Cardiac muscle contraction	Tpm2	1
Cardiac muscle contraction	Tpm3	1
Cardiac muscle contraction	Tpm4	1
Cardiac muscle contraction	Uqcr10	1
Cardiac muscle contraction	Uqcr11	1
Cardiac muscle contraction	Uqcrb	1
Cardiac muscle contraction	Uqcrc1	1
Cardiac muscle contraction	Uqcrc2	1
Cardiac muscle contraction	Uqcrfs1	1
Cardiac muscle contraction	Uqcrh	1
Cardiac muscle contraction	Uqcrq	1
"Catecholamine biosynthesis, tyrosine => dopamine => noradrenaline => adrenaline"	Dbh	1
"Catecholamine biosynthesis, tyrosine => dopamine => noradrenaline => adrenaline"	Ddc	1
"Catecholamine biosynthesis, tyrosine => dopamine => noradrenaline => adrenaline"	Pnmt	1
"Catecholamine biosynthesis, tyrosine => dopamine => noradrenaline => adrenaline"	Th	1
"Catecholamine biosynthesis, tyrosine => dopamine => noradrenaline => adrenaline"	Tyr	1
Cell adhesion molecules (CAMs)	Alcam	1
Cell adhesion molecules (CAMs)	Cadm1	1
Cell adhesion molecules (CAMs)	Cadm3	1
Cell adhesion molecules (CAMs)	Cd2	1
Cell adhesion molecules (CAMs)	Cd22	1
Cell adhesion molecules (CAMs)	Cd226	1
Cell adhesion molecules (CAMs)	Cd274	1
Cell adhesion molecules (CAMs)	Cd276	1
Cell adhesion molecules (CAMs)	Cd28	1
Cell adhesion molecules (CAMs)	Cd34	1
Cell adhesion molecules (CAMs)	Cd4	1
Cell adhesion molecules (CAMs)	Cd40	1
Cell adhesion molecules (CAMs)	Cd40lg	1
Cell adhesion molecules (CAMs)	Cd6	1
Cell adhesion molecules (CAMs)	Cd80	1
Cell adhesion molecules (CAMs)	Cd86	1
Cell adhesion molecules (CAMs)	Cd8a	1
Cell adhesion molecules (CAMs)	Cd8b1	1
Cell adhesion molecules (CAMs)	Cd99	1
Cell adhesion molecules (CAMs)	Cdh1	1
Cell adhesion molecules (CAMs)	Cdh15	1
Cell adhesion molecules (CAMs)	Cdh2	1
Cell adhesion molecules (CAMs)	Cdh3	1
Cell adhesion molecules (CAMs)	Cdh4	1
Cell adhesion molecules (CAMs)	Cdh5	1
Cell adhesion molecules (CAMs)	Cldn1	1
Cell adhesion molecules (CAMs)	Cldn10	1
Cell adhesion molecules (CAMs)	Cldn11	1
Cell adhesion molecules (CAMs)	Cldn13	1
Cell adhesion molecules (CAMs)	Cldn14	1
Cell adhesion molecules (CAMs)	Cldn15	1
Cell adhesion molecules (CAMs)	Cldn16	1
Cell adhesion molecules (CAMs)	Cldn17	1
Cell adhesion molecules (CAMs)	Cldn18	1
Cell adhesion molecules (CAMs)	Cldn19	1
Cell adhesion molecules (CAMs)	Cldn2	1
Cell adhesion molecules (CAMs)	Cldn20	1
Cell adhesion molecules (CAMs)	Cldn22	1
Cell adhesion molecules (CAMs)	Cldn23	1
Cell adhesion molecules (CAMs)	Cldn24	1
Cell adhesion molecules (CAMs)	Cldn3	1
Cell adhesion molecules (CAMs)	Cldn34c4	1
Cell adhesion molecules (CAMs)	Cldn34d	1
Cell adhesion molecules (CAMs)	Cldn4	1
Cell adhesion molecules (CAMs)	Cldn5	1
Cell adhesion molecules (CAMs)	Cldn6	1
Cell adhesion molecules (CAMs)	Cldn7	1
Cell adhesion molecules (CAMs)	Cldn8	1
Cell adhesion molecules (CAMs)	Cldn9	1
Cell adhesion molecules (CAMs)	Cntn1	1
Cell adhesion molecules (CAMs)	Cntn2	1
Cell adhesion molecules (CAMs)	Cntnap1	1
Cell adhesion molecules (CAMs)	Cntnap2	1
Cell adhesion molecules (CAMs)	Ctla4	1
Cell adhesion molecules (CAMs)	Esam	1
Cell adhesion molecules (CAMs)	F11r	1
Cell adhesion molecules (CAMs)	Glg1	1
Cell adhesion molecules (CAMs)	Glycam1	1
Cell adhesion molecules (CAMs)	Gm10499	1
Cell adhesion molecules (CAMs)	Gm11127	1
Cell adhesion molecules (CAMs)	Gm7030	1
Cell adhesion molecules (CAMs)	Gm8909	1
Cell adhesion molecules (CAMs)	H2-Aa	1
Cell adhesion molecules (CAMs)	H2-Ab1	1
Cell adhesion molecules (CAMs)	H2-Bl	1
Cell adhesion molecules (CAMs)	H2-D1	1
Cell adhesion molecules (CAMs)	H2-DMa	1
Cell adhesion molecules (CAMs)	H2-DMb1	1
Cell adhesion molecules (CAMs)	H2-DMb2	1
Cell adhesion molecules (CAMs)	H2-Ea-ps	1
Cell adhesion molecules (CAMs)	H2-Eb1	1
Cell adhesion molecules (CAMs)	H2-K1	1
Cell adhesion molecules (CAMs)	H2-L	1
Cell adhesion molecules (CAMs)	H2-M1	1
Cell adhesion molecules (CAMs)	H2-M10.1	1
Cell adhesion molecules (CAMs)	H2-M10.2	1
Cell adhesion molecules (CAMs)	H2-M10.3	1
Cell adhesion molecules (CAMs)	H2-M10.4	1
Cell adhesion molecules (CAMs)	H2-M10.5	1
Cell adhesion molecules (CAMs)	H2-M10.6	1
Cell adhesion molecules (CAMs)	H2-M11	1
Cell adhesion molecules (CAMs)	H2-M2	1
Cell adhesion molecules (CAMs)	H2-M3	1
Cell adhesion molecules (CAMs)	H2-M5	1
Cell adhesion molecules (CAMs)	H2-M9	1
Cell adhesion molecules (CAMs)	H2-Oa	1
Cell adhesion molecules (CAMs)	H2-Ob	1
Cell adhesion molecules (CAMs)	H2-Q1	1
Cell adhesion molecules (CAMs)	H2-Q10	1
Cell adhesion molecules (CAMs)	H2-Q2	1
Cell adhesion molecules (CAMs)	H2-Q4	1
Cell adhesion molecules (CAMs)	H2-Q6	1
Cell adhesion molecules (CAMs)	H2-Q7	1
Cell adhesion molecules (CAMs)	H2-Q8	1
Cell adhesion molecules (CAMs)	H2-Q9	1
Cell adhesion molecules (CAMs)	H2-T10	1
Cell adhesion molecules (CAMs)	H2-T18	1
Cell adhesion molecules (CAMs)	H2-T22	1
Cell adhesion molecules (CAMs)	H2-T23	1
Cell adhesion molecules (CAMs)	H2-T24	1
Cell adhesion molecules (CAMs)	H2-T3	1
Cell adhesion molecules (CAMs)	H2-T9	1
Cell adhesion molecules (CAMs)	H2-T-ps	1
Cell adhesion molecules (CAMs)	Icam1	1
Cell adhesion molecules (CAMs)	Icam2	1
Cell adhesion molecules (CAMs)	Icos	1
Cell adhesion molecules (CAMs)	Icosl	1
Cell adhesion molecules (CAMs)	Itga4	1
Cell adhesion molecules (CAMs)	Itga6	1
Cell adhesion molecules (CAMs)	Itga8	1
Cell adhesion molecules (CAMs)	Itga9	1
Cell adhesion molecules (CAMs)	Itgal	1
Cell adhesion molecules (CAMs)	Itgam	1
Cell adhesion molecules (CAMs)	Itgav	1
Cell adhesion molecules (CAMs)	Itgb1	1
Cell adhesion molecules (CAMs)	Itgb2	1
Cell adhesion molecules (CAMs)	Itgb2l	1
Cell adhesion molecules (CAMs)	Itgb7	1
Cell adhesion molecules (CAMs)	Itgb8	1
Cell adhesion molecules (CAMs)	Jam2	1
Cell adhesion molecules (CAMs)	Jam3	1
Cell adhesion molecules (CAMs)	L1cam	1
Cell adhesion molecules (CAMs)	LOC547349	1
Cell adhesion molecules (CAMs)	Lrrc4	1
Cell adhesion molecules (CAMs)	Lrrc4b	1
Cell adhesion molecules (CAMs)	Lrrc4c	1
Cell adhesion molecules (CAMs)	Madcam1	1
Cell adhesion molecules (CAMs)	Mag	1
Cell adhesion molecules (CAMs)	Mpz	1
Cell adhesion molecules (CAMs)	Mpzl1	1
Cell adhesion molecules (CAMs)	Ncam1	1
Cell adhesion molecules (CAMs)	Ncam2	1
Cell adhesion molecules (CAMs)	Nectin1	1
Cell adhesion molecules (CAMs)	Nectin2	1
Cell adhesion molecules (CAMs)	Nectin3	1
Cell adhesion molecules (CAMs)	Negr1	1
Cell adhesion molecules (CAMs)	Neo1	1
Cell adhesion molecules (CAMs)	Nfasc	1
Cell adhesion molecules (CAMs)	Nlgn1	1
Cell adhesion molecules (CAMs)	Nlgn2	1
Cell adhesion molecules (CAMs)	Nlgn3	1
Cell adhesion molecules (CAMs)	Nrcam	1
Cell adhesion molecules (CAMs)	Nrxn1	1
Cell adhesion molecules (CAMs)	Nrxn2	1
Cell adhesion molecules (CAMs)	Nrxn3	1
Cell adhesion molecules (CAMs)	Ntng1	1
Cell adhesion molecules (CAMs)	Ntng2	1
Cell adhesion molecules (CAMs)	Ocln	1
Cell adhesion molecules (CAMs)	Pdcd1	1
Cell adhesion molecules (CAMs)	Pdcd1lg2	1
Cell adhesion molecules (CAMs)	Pecam1	1
Cell adhesion molecules (CAMs)	Ptprc	1
Cell adhesion molecules (CAMs)	Ptprf	1
Cell adhesion molecules (CAMs)	Ptprm	1
Cell adhesion molecules (CAMs)	Pvr	1
Cell adhesion molecules (CAMs)	Sdc1	1
Cell adhesion molecules (CAMs)	Sdc2	1
Cell adhesion molecules (CAMs)	Sdc3	1
Cell adhesion molecules (CAMs)	Sdc4	1
Cell adhesion molecules (CAMs)	Sele	1
Cell adhesion molecules (CAMs)	Sell	1
Cell adhesion molecules (CAMs)	Selp	1
Cell adhesion molecules (CAMs)	Selplg	1
Cell adhesion molecules (CAMs)	Siglec1	1
Cell adhesion molecules (CAMs)	Spn	1
Cell adhesion molecules (CAMs)	Tigit	1
Cell adhesion molecules (CAMs)	Vcam1	1
Cell adhesion molecules (CAMs)	Vcan	1
Cell adhesion molecules (CAMs)	Vtcn1	1
Cell cycle	Abl1	1
Cell cycle	Anapc1	1
Cell cycle	Anapc10	1
Cell cycle	Anapc11	1
Cell cycle	Anapc13	1
Cell cycle	Anapc2	1
Cell cycle	Anapc4	1
Cell cycle	Anapc5	1
Cell cycle	Anapc7	1
Cell cycle	Atm	1
Cell cycle	Atr	1
Cell cycle	Bub1	1
Cell cycle	Bub1b	1
Cell cycle	Bub3	1
Cell cycle	Ccna1	1
Cell cycle	Ccna2	1
Cell cycle	Ccnb1	1
Cell cycle	Ccnb2	1
Cell cycle	Ccnb3	1
Cell cycle	Ccnd1	1
Cell cycle	Ccnd2	1
Cell cycle	Ccnd3	1
Cell cycle	Ccne1	1
Cell cycle	Ccne2	1
Cell cycle	Ccnh	1
Cell cycle	Cdc14a	1
Cell cycle	Cdc14b	1
Cell cycle	Cdc16	1
Cell cycle	Cdc20	1
Cell cycle	Cdc23	1
Cell cycle	Cdc25a	1
Cell cycle	Cdc25b	1
Cell cycle	Cdc25c	1
Cell cycle	Cdc26	1
Cell cycle	Cdc27	1
Cell cycle	Cdc45	1
Cell cycle	Cdc6	1
Cell cycle	Cdc7	1
Cell cycle	Cdk1	1
Cell cycle	Cdk2	1
Cell cycle	Cdk4	1
Cell cycle	Cdk6	1
Cell cycle	Cdk7	1
Cell cycle	Cdkn1a	1
Cell cycle	Cdkn1b	1
Cell cycle	Cdkn1c	1
Cell cycle	Cdkn2a	1
Cell cycle	Cdkn2b	1
Cell cycle	Cdkn2c	1
Cell cycle	Cdkn2d	1
Cell cycle	Chek1	1
Cell cycle	Chek2	1
Cell cycle	Crebbp	1
Cell cycle	Cul1	1
Cell cycle	Dbf4	1
Cell cycle	E2f1	1
Cell cycle	E2f2	1
Cell cycle	E2f3	1
Cell cycle	E2f4	1
Cell cycle	E2f5	1
Cell cycle	Ep300	1
Cell cycle	Espl1	1
Cell cycle	Fzr1	1
Cell cycle	Gadd45a	1
Cell cycle	Gadd45b	1
Cell cycle	Gadd45g	1
Cell cycle	Gsk3b	1
Cell cycle	Hdac1	1
Cell cycle	Hdac2	1
Cell cycle	Mad1l1	1
Cell cycle	Mad2l1	1
Cell cycle	Mad2l2	1
Cell cycle	Mcm2	1
Cell cycle	Mcm3	1
Cell cycle	Mcm4	1
Cell cycle	Mcm5	1
Cell cycle	Mcm6	1
Cell cycle	Mcm7	1
Cell cycle	Mdm2	1
Cell cycle	Myc	1
Cell cycle	Orc1	1
Cell cycle	Orc2	1
Cell cycle	Orc3	1
Cell cycle	Orc4	1
Cell cycle	Orc5	1
Cell cycle	Orc6	1
Cell cycle	Pcna	1
Cell cycle	Pkmyt1	1
Cell cycle	Plk1	1
Cell cycle	Prkdc	1
Cell cycle	Pttg1	1
Cell cycle	Rad21	1
Cell cycle	Rb1	1
Cell cycle	Rbl1	1
Cell cycle	Rbl2	1
Cell cycle	Rbx1	1
Cell cycle	Rbx1-ps	1
Cell cycle	Sfn	1
