TF	Target	Corr
Batf	Dtx3l	1
Batf	Sh2d2a	1
Batf	Traf1	1
Batf	Evi2a	1
Batf	Cd53	1
Batf	Itgb7	1
Batf	Abcg3	1
Batf	Card11	1
Batf	Pik3r5	1
Batf	Tap2	1
Batf	Ly6e	1
Batf	Dock10	1
Batf	Ncf1	1
Batf	Trim30a	1
Batf	Vav1	1
Batf	Snx20	1
Batf	Sell	1
Batf	H2-Ob	1
Batf	Tespa1	1
Batf	Cst7	1
Batf	Il17f	1
Batf	Jak3	1
Batf	Plekha2	1
Batf	Il2rg	1
Batf	Il12rb1	1
Batf	Slamf1	1
Batf	Esyt1	1
Batf	Inpp5d	1
Batf	Atxn7l1	1
Batf	Apbb1ip	1
Batf	Wipf1	1
Batf	H2-T24	1
Batf	Il10	1
Batf	Gpr183	1
Batf	Uba7	1
Batf	Zdhhc18	1
Batf	Il16	1
Batf	Pik3cd	1
Batf	Lax1	1
Batf	Gpr174	1
Batf	Lrmp	1
Batf	Lcp1	1
Batf	Mbnl1	1
Batf	Ptpn18	1
Batf	Slamf7	1
Batf	Itga4	1
Batf	Arhgdib	1
Batf	Tbc1d10c	1
Batf	Ly9	1
Batf	Psmb9	1
Batf	Il2rb	1
Batf	Slfn8	1
Batf	Parvg	1
Batf	Armc7	1
Batf	Malt1	1
Batf	Trim34a	1
Batf	Kcnab2	1
Batf	Sash3	1
Batf	Fgd3	1
Batf	Gimap6	1
Batf	Gm8369	1
Batf	Arhgap25	1
Batf	Samsn1	1
Batf	Shisa5	1
Batf	Pstpip1	1
Batf	Stx11	1
Batf	Dock2	1
Batf	Coro7	1
Batf	Ppp1r18	1
Batf	Ptprc	1
Batf	Rasal3	1
Batf	Arhgap9	1
Batf	Ptpn1	1
Batf	Hcls1	1
Batf	Btla	1
Batf	Samhd1	1
Batf	Srgn	1
Batf	Cyth4	1
Batf	Rinl	1
Batf	Ltb	1
Batf	Laptm5	1
Batf3	Plek	1
Batf3	Rin3	1
Batf3	B430306N03Rik	1
Batf3	Plxnc1	1
Batf3	Gpr132	1
Batf3	Was	1
Batf3	Rps6ka1	1
Batf3	Il2ra	1
Batf3	Trpv2	1
Batf3	Lair1	1
Batf3	Bst2	1
Batf3	Tnfrsf1b	1
Batf3	Prex1	1
Batf3	Zbtb32	1
Batf3	Dok2	1
Batf3	Rgs1	1
Batf3	Grap	1
Batf3	Ccl3	1
Batf3	Stab1	1
Batf3	Ifitm6	1
Batf3	Junb	1
Batf3	Map3k8	1
Batf3	Gmfg	1
Batf3	Ccr1	1
Batf3	Il1a	1
Batf3	Prdm1	1
Batf3	Il13	1
Batf3	Selplg	1
Batf3	Lcp2	1
Batf3	Nfam1	1
Batf3	Havcr2	1
Batf3	Rac2	1
Batf3	Entpd1	1
Batf3	Cd84	1
Batf3	Atp8b4	1
Batf3	Arhgap30	1
Batf3	Tnfrsf9	1
Batf3	Slamf8	1
Batf3	Cd86	1
Batf3	Slc15a3	1
Batf3	Irf5	1
Batf3	Cd300lb	1
Batf3	Myo1g	1
Batf3	Adcy7	1
Batf3	Apobr	1
Batf3	Arrb2	1
Batf3	Psme2	1
Batf3	Il7r	1
Batf3	Itgal	1
Batf3	Fcgr4	1
Batf3	Sgk3	1
Batf3	Atp6v0d2	1
Batf3	Cd5l	1
Batf3	Clec7a	1
Batf3	Ptpn6	1
Batf3	Cd200r4	1
Batf3	Slc11a1	1
Batf3	Clec4a2	1
Batf3	Cd48	1
Batf3	Cybb	1
Batf3	Cd300a	1
Batf3	Tlr7	1
Batf3	Slfn1	1
Batf3	Mmp12	1
Batf3	Itgax	1
Batf3	Tpcn2	1
Batf3	Sh3bp2	1
Batf3	Cd68	1
Batf3	Frmd4b	1
Batf3	Il10ra	1
Batf3	Trf	1
Batf3	Cd52	1
Batf3	Cd28	1
Batf3	Ms4a7	1
Batf3	Lpxn	1
Batf3	Clec4b1	1
Batf3	Evi2a	1
Batf3	Cd53	1
Batf3	Ccr5	1
Batf3	Cd300lf	1
Batf3	Pik3r5	1
Batf3	Dock10	1
Batf3	Fcna	1
Batf3	Ncf1	1
Batf3	Lag3	1
Batf3	Oit3	1
Batf3	Cst7	1
Batf3	Il2rg	1
Batf3	Gngt2	1
Batf3	Il12rb1	1
Batf3	Pik3cd	1
Batf3	Cd80	1
Batf3	Slamf7	1
Batf3	Amz1	1
Batf3	Hvcn1	1
Batf3	Il2rb	1
Batf3	Tnfrsf8	1
Batf3	Mdfic	1
Batf3	Sema4d	1
Batf3	Samsn1	1
Batf3	Stx11	1
Batf3	Irf8	1
Batf3	Hcls1	1
Batf3	Ctsc	1
Batf3	Cyth4	1
Batf3	Laptm5	1
Ciita	Nfatc1	1
Ciita	Stat1	1
Fli1	Arhgap4	1
Fli1	Plek	1
Fli1	Rin3	1
Fli1	BC035044	1
Fli1	Rnase6	1
Fli1	Emp3	1
Fli1	Nfkb1	1
Fli1	Lmo2	1
Fli1	Stk10	1
Fli1	Rgs18	1
Fli1	Trim12c	1
Fli1	Ncf4	1
Fli1	Gpr132	1
Fli1	Lrrc8c	1
Fli1	Prkd2	1
Fli1	Ets1	1
Fli1	Was	1
Fli1	Tgfbr2	1
Fli1	Calhm2	1
Fli1	Runx1	1
Fli1	Gpr65	1
Fli1	Trim12a	1
Fli1	Batf	1
Fli1	Hcst	1
Fli1	Gvin1	1
Fli1	Trpv2	1
Fli1	Gimap4	1
Fli1	Arhgap15	1
Fli1	Cebpa	1
Fli1	Lyn	1
Fli1	Cd69	1
Fli1	Sp100	1
Fli1	Unc93b1	1
Fli1	Fxyd5	1
Fli1	Gata1	1
Fli1	Eif4e3	1
Fli1	Rcsd1	1
Fli1	Grap	1
Fli1	Serpinb6b	1
Fli1	Icam2	1
Fli1	Elk3	1
Fli1	Sla	1
Fli1	Gpr171	1
Fli1	Man2b1	1
Fli1	Map3k8	1
Fli1	AB124611	1
Fli1	Irf9	1
Fli1	Glipr1	1
Fli1	Gmfg	1
Fli1	Coro1a	1
Fli1	Pde4b	1
Fli1	Nlrc3	1
Fli1	Selplg	1
Fli1	Lcp2	1
Fli1	Ifi203	1
Fli1	Akap13	1
Fli1	Ctss	1
Fli1	Csf2rb	1
Fli1	Ms4a4c	1
Fli1	Themis2	1
Fli1	Dennd1c	1
Fli1	Il21r	1
Fli1	Pik3cg	1
Fli1	Rac2	1
Fli1	Ets2	1
Fli1	Entpd1	1
Fli1	Cd84	1
Fli1	Atp8b4	1
Fli1	Arhgap30	1
Fli1	Epsti1	1
Fli1	Tnfaip8l2	1
Fli1	Nckap1l	1
Fli1	Abi3	1
Fli1	Cd37	1
Fli1	Gab3	1
Fli1	Itgb2	1
Fli1	Cr1l	1
Fli1	Cd86	1
Fli1	Arhgef6	1
Fli1	Irf5	1
Fli1	Tspan32	1
Fli1	Ptprcap	1
Fli1	Ccdc69	1
Fli1	Gbp3	1
Fli1	Cytip	1
Fli1	Kat2b	1
Fli1	Myo1g	1
Fli1	Ncf2	1
Fli1	Cd72	1
Fli1	Ebi3	1
Fli1	Dock8	1
Fli1	Ms4a6c	1
Fli1	Igtp	1
Fli1	Rhog	1
Fli1	Adcy7	1
Fli1	Gbp7	1
Fli1	Map4k2	1
Fli1	Calcrl	1
Fli1	Tmem71	1
Fli1	Tm6sf1	1
Fli1	Cd47	1
Fli1	Il7r	1
Fli1	Gimap1	1
Fli1	Itgal	1
Fli1	Klhl6	1
Fli1	Syk	1
Fli1	Sipa1	1
Fli1	Akna	1
Fli1	Mfng	1
Fli1	Il27ra	1
Fli1	Nlrc5	1
Fli1	Fes	1
Fli1	AI467606	1
Fli1	Cxcr4	1
Fli1	Rassf5	1
Fli1	Gimap5	1
Fli1	Ptpn6	1
Fli1	Rhoh	1
Fli1	H2-M3	1
Fli1	Ms4a6b	1
Fli1	Traf3ip3	1
Fli1	Cd48	1
Fli1	4930523C07Rik	1
Fli1	Cybb	1
Fli1	Rap1a	1
Fli1	Rftn1	1
Fli1	Ifi47	1
Fli1	Btk	1
Fli1	Tlr7	1
Fli1	Cnr2	1
Fli1	Fermt3	1
Fli1	Gpsm3	1
Fli1	Tyrobp	1
Fli1	Ptpn22	1
Fli1	Pip4k2a	1
Fli1	Stap1	1
Fli1	Lsp1	1
Fli1	Treml2	1
Fli1	St8sia4	1
Fli1	Cd274	1
Fli1	Birc3	1
Fli1	Dennd4b	1
Fli1	Tec	1
Fli1	Trim21	1
Fli1	Tnfrsf13b	1
Fli1	Etv2	1
Fli1	Ifi27l2a	1
Fli1	Slfn2	1
Fli1	Ccdc82	1
Fli1	Nmi	1
Fli1	Pyhin1	1
Fli1	Il10ra	1
Fli1	Psmb8	1
Fli1	Cd52	1
Fli1	Ifi35	1
Fli1	A630001G21Rik	1
Fli1	Tgfb1	1
Fli1	Fli1	1
Fli1	Tmem123	1
Fli1	Lpxn	1
Fli1	Cflar	1
Fli1	Traf1	1
Fli1	Dtx3l	1
Fli1	Evi2a	1
Fli1	Cd53	1
Fli1	Abcg3	1
Fli1	Elf1	1
Fli1	Pik3r5	1
Fli1	Tap2	1
Fli1	Ly6e	1
Fli1	Dock10	1
Fli1	Trim65	1
Fli1	Ncf1	1
Fli1	Trim30a	1
Fli1	Samd9l	1
Fli1	Gimap8	1
Fli1	Vav1	1
Fli1	Lyl1	1
Fli1	Wdfy4	1
Fli1	Sell	1
Fli1	H2-Ob	1
Fli1	Tespa1	1
Fli1	Lst1	1
Fli1	Plekha2	1
Fli1	Ccr2	1
Fli1	Il2rg	1
Fli1	Gngt2	1
Fli1	Esyt1	1
Fli1	Inpp5d	1
Fli1	Myo1f	1
Fli1	Apbb1ip	1
Fli1	Wipf1	1
Fli1	Prkch	1
Fli1	H2-T24	1
Fli1	Uba7	1
Fli1	Mylip	1
Fli1	Il16	1
Fli1	Gpr183	1
Fli1	Lrmp	1
Fli1	Lcp1	1
Fli1	Mbnl1	1
Fli1	Ptpn18	1
Fli1	Slfn5	1
Fli1	Itga4	1
Fli1	Arhgdib	1
Fli1	Tbc1d10c	1
Fli1	Hvcn1	1
Fli1	H2-Q7	1
Fli1	Itpkb	1
Fli1	Ly9	1
Fli1	Psmb9	1
Fli1	Fam78a	1
Fli1	Slfn8	1
Fli1	Parvg	1
Fli1	Itsn2	1
Fli1	Malt1	1
Fli1	Ifnar2	1
Fli1	Trim34a	1
Fli1	Ankrd44	1
Fli1	Sash3	1
Fli1	Cd93	1
Fli1	Spn	1
Fli1	Alox5ap	1
Fli1	Gimap6	1
Fli1	Serinc3	1
Fli1	Arhgap25	1
Fli1	Samsn1	1
Fli1	Shisa5	1
Fli1	Pstpip1	1
Fli1	Il10rb	1
Fli1	Dock2	1
Fli1	Rasal3	1
Fli1	Ptprc	1
Fli1	Cyba	1
Fli1	Arhgap9	1
Fli1	Irf8	1
Fli1	Hcls1	1
Fli1	Irgm2	1
Fli1	Ctla2b	1
Fli1	Git2	1
Fli1	Ctsc	1
Fli1	Srgn	1
Fli1	Cyth4	1
Fli1	Rinl	1
Fli1	Pld4	1
Fli1	Ltb	1
Fli1	Rassf2	1
Fli1	Laptm5	1
Ikzf1	Ncapd2	1
Ikzf1	Plek	1
Ikzf1	Zc3h12d	1
Ikzf1	Map4k1	1
Ikzf1	Ncf4	1
Ikzf1	Ets1	1
Ikzf1	Prkd2	1
Ikzf1	Slc34a3	1
Ikzf1	Nfkbie	1
Ikzf1	Pten	1
Ikzf1	Trim12a	1
Ikzf1	Batf	1
Ikzf1	Trpv2	1
Ikzf1	Arhgap15	1
Ikzf1	Pag1	1
Ikzf1	Cdh24	1
Ikzf1	Atg2a	1
Ikzf1	Grap	1
Ikzf1	Arfgap2	1
Ikzf1	Dock9	1
Ikzf1	Zfp608	1
Ikzf1	Ccdc88b	1
Ikzf1	Speg	1
Ikzf1	Sla	1
Ikzf1	Hsh2d	1
Ikzf1	AB124611	1
Ikzf1	Rassf4	1
Ikzf1	Glipr1	1
Ikzf1	Dab2ip	1
Ikzf1	Serpinh1	1
Ikzf1	Selplg	1
Ikzf1	Rpl34	1
Ikzf1	Pcyt1b	1
Ikzf1	Hlx	1
Ikzf1	Dennd1c	1
Ikzf1	Pik3cg	1
Ikzf1	Cul9	1
Ikzf1	Cd84	1
Ikzf1	Ung	1
Ikzf1	Ccdc73	1
Ikzf1	Arhgap30	1
Ikzf1	Pou2f2	1
Ikzf1	Zfp148	1
Ikzf1	4933427D14Rik	1
Ikzf1	Acap1	1
Ikzf1	Ptprcap	1
Ikzf1	Cyp39a1	1
Ikzf1	Wdr45	1
Ikzf1	Slk	1
Ikzf1	Ncf2	1
Ikzf1	Cd72	1
Ikzf1	Adcy6	1
Ikzf1	Hmox1	1
Ikzf1	Dock8	1
Ikzf1	Cdc42ep3	1
Ikzf1	Adcy7	1
Ikzf1	Ctbp2	1
Ikzf1	Tmem71	1
Ikzf1	Foxo4	1
Ikzf1	Ikzf3	1
Ikzf1	Cxxc5	1
Ikzf1	Anp32e	1
Ikzf1	Sipa1	1
Ikzf1	AI467606	1
Ikzf1	Amigo3	1
Ikzf1	Gtpbp3	1
Ikzf1	H2-M3	1
Ikzf1	Ms4a6b	1
Ikzf1	Aatk	1
Ikzf1	Lsp1	1
Ikzf1	Itga5	1
Ikzf1	Zmpste24	1
Ikzf1	Pyhin1	1
Ikzf1	Nfkbid	1
Ikzf1	Cd52	1
Ikzf1	Nab1	1
Ikzf1	Elf1	1
Ikzf1	Pik3r5	1
Ikzf1	Ncf1	1
Ikzf1	Pik3c2a	1
Ikzf1	Lyl1	1
Ikzf1	Sell	1
Ikzf1	H2-Ob	1
Ikzf1	Cd180	1
Ikzf1	Elmo3	1
Ikzf1	Nme2	1
Ikzf1	H2-T24	1
Ikzf1	Lax1	1
Ikzf1	Il16	1
Ikzf1	Hvcn1	1
Ikzf1	Clec2i	1
Ikzf1	Lcmt2	1
Ikzf1	Slfn8	1
Ikzf1	Parvg	1
Ikzf1	Itsn2	1
Ikzf1	Malt1	1
Ikzf1	Gnl2	1
Ikzf1	Trim34a	1
Ikzf1	Btc	1
Ikzf1	Gimap6	1
Ikzf1	Pias1	1
Ikzf1	Dock2	1
Ikzf1	Rasal3	1
Ikzf1	Ptprc	1
Ikzf1	Btla	1
Ikzf1	Fam160a2	1
Ikzf1	Il17ra	1
Ikzf1	Slc43a2	1
Ikzf1	Lck	1
Ikzf1	Smarca4	1
Ikzf1	Gpr132	1
Ikzf1	Unc13d	1
Ikzf1	Fam50a	1
Ikzf1	Sit1	1
Ikzf1	Irf4	1
Ikzf1	Pcf11	1
Ikzf1	Trim44	1
Ikzf1	Gpr65	1
Ikzf1	Pitx2	1
Ikzf1	Cd69	1
Ikzf1	Zc3hav1	1
Ikzf1	St6gal1	1
Ikzf1	Dusp2	1
Ikzf1	Coro1a	1
Ikzf1	Themis2	1
Ikzf1	Rac2	1
Ikzf1	Ggnbp2	1
Ikzf1	Epsti1	1
Ikzf1	Cd37	1
Ikzf1	Arhgef6	1
Ikzf1	Cxcr5	1
Ikzf1	Cytip	1
Ikzf1	Myo1g	1
Ikzf1	Gbp8	1
Ikzf1	P2ry10	1
Ikzf1	Rhog	1
Ikzf1	Parp14	1
Ikzf1	Anxa7	1
Ikzf1	Def6	1
Ikzf1	Syt7	1
Ikzf1	Itgal	1
Ikzf1	Kcnn4	1
Ikzf1	Mapk14	1
Ikzf1	Chd2	1
Ikzf1	Mex3b	1
Ikzf1	Tubb4b	1
Ikzf1	Gmip	1
Ikzf1	Sertad4	1
Ikzf1	Aamp	1
Ikzf1	Dact3	1
Ikzf1	Gpsm3	1
Ikzf1	Birc3	1
Ikzf1	Epc1	1
Ikzf1	Il10ra	1
Ikzf1	Gls	1
Ikzf1	A630001G21Rik	1
Ikzf1	Pik3r3	1
Ikzf1	Lpxn	1
Ikzf1	Traf1	1
Ikzf1	Evi2a	1
Ikzf1	Crlf3	1
Ikzf1	Trim30a	1
Ikzf1	Vav1	1
Ikzf1	Wdfy4	1
Ikzf1	Ksr2	1
Ikzf1	Cst7	1
Ikzf1	Jak3	1
Ikzf1	Dhrs11	1
Ikzf1	Arhgap23	1
Ikzf1	Arhgap17	1
Ikzf1	Sgca	1
Ikzf1	Sla2	1
Ikzf1	Ppp2r5d	1
Ikzf1	Ndrg1	1
Ikzf1	Pgs1	1
Ikzf1	Itga4	1
Ikzf1	Tbc1d10c	1
Ikzf1	Psmb9	1
Ikzf1	Sox13	1
Ikzf1	Ankrd44	1
Ikzf1	Kcnab2	1
Ikzf1	Sash3	1
Ikzf1	Spn	1
Ikzf1	Fgd3	1
Ikzf1	Egr1	1
Ikzf1	Ablim1	1
Ikzf1	Arhgap25	1
Ikzf1	Pstpip1	1
Ikzf1	Coro7	1
Ikzf1	Samhd1	1
Ikzf1	Git2	1
Ikzf1	Srgn	1
Ikzf1	Rapgef6	1
Ikzf1	Pex6	1
Ikzf1	Ltb	1
Ikzf1	Csk	1
Ikzf1	Arhgap4	1
Ikzf1	H2-Oa	1
Ikzf1	BC035044	1
Ikzf1	Rnase6	1
Ikzf1	Nfkb1	1
Ikzf1	Stk10	1
Ikzf1	Aebp2	1
Ikzf1	Nudt21	1
Ikzf1	Runx3	1
Ikzf1	Was	1
Ikzf1	Chd7	1
Ikzf1	Psd4	1
Ikzf1	Chd3	1
Ikzf1	C330018D20Rik	1
Ikzf1	Rgs1	1
Ikzf1	Nckap5	1
Ikzf1	Fbxl19	1
Ikzf1	Spata3	1
Ikzf1	Rnf19a	1
Ikzf1	Nlrc3	1
Ikzf1	Mpp6	1
Ikzf1	Ezr	1
Ikzf1	Ms4a4c	1
Ikzf1	Atp8b4	1
Ikzf1	Abi3	1
Ikzf1	Runx2	1
Ikzf1	Cbx4	1
Ikzf1	Itgb2	1
Ikzf1	Irf5	1
Ikzf1	Tspan32	1
Ikzf1	Ifrd2	1
Ikzf1	Map3k14	1
Ikzf1	Map4k2	1
Ikzf1	Limd2	1
Ikzf1	Tmem132e	1
Ikzf1	Il7r	1
Ikzf1	Gimap1	1
Ikzf1	Klhl6	1
Ikzf1	Smarcc1	1
Ikzf1	Cxcr4	1
Ikzf1	Ptp4a3	1
Ikzf1	Rhoh	1
Ikzf1	Traf3ip3	1
Ikzf1	Fkbp15	1
Ikzf1	Cnr2	1
Ikzf1	Zfp277	1
Ikzf1	Yme1l1	1
Ikzf1	Gpr18	1
Ikzf1	Pip4k2a	1
Ikzf1	Stap1	1
Ikzf1	Treml2	1
Ikzf1	St8sia4	1
Ikzf1	Trim21	1
Ikzf1	Tnfrsf13b	1
Ikzf1	Ccdc82	1
Ikzf1	Fau	1
Ikzf1	Psmb8	1
Ikzf1	Stk17b	1
Ikzf1	Tgfb1	1
Ikzf1	Fli1	1
Ikzf1	Card11	1
Ikzf1	Tap2	1
Ikzf1	Dock10	1
Ikzf1	Stra6	1
Ikzf1	Znhit2	1
Ikzf1	Zfp668	1
Ikzf1	Plekha2	1
Ikzf1	Il2rg	1
Ikzf1	Slamf1	1
Ikzf1	Wipf1	1
Ikzf1	Trim14	1
Ikzf1	Gpr183	1
Ikzf1	Uba7	1
Ikzf1	Gpr174	1
Ikzf1	Jup	1
Ikzf1	Lrmp	1
Ikzf1	Ptpn18	1
Ikzf1	Arhgdib	1
Ikzf1	Dync1h1	1
Ikzf1	Ly9	1
Ikzf1	Mylpf	1
Ikzf1	Foxo1	1
Ikzf1	Tia1	1
Ikzf1	Lime1	1
Ikzf1	Bcl2	1
Ikzf1	Gm8369	1
Ikzf1	Samsn1	1
Ikzf1	Trim63	1
Ikzf1	Grhl1	1
Ikzf1	Arhgap9	1
Ikzf1	Irf8	1
Ikzf1	Hcls1	1
Ikzf1	Ppia	1
Ikzf1	Laptm5	1
Ikzf1	Glra1	1
Ikzf1	Cd2	1
Ikzf1	Rgs14	1
Ikzf1	Hcst	1
Ikzf1	Dennd2d	1
Ikzf1	Sp100	1
Ikzf1	Slamf6	1
Ikzf1	Fxyd5	1
Ikzf1	Hdac1	1
Ikzf1	Gpr171	1
Ikzf1	Map3k8	1
Ikzf1	Wnt11	1
Ikzf1	Gmfg	1
Ikzf1	Hapln1	1
Ikzf1	Trpm1	1
Ikzf1	Lcp2	1
Ikzf1	Ifi203	1
Ikzf1	Pus10	1
Ikzf1	Il21r	1
Ikzf1	Arhgef1	1
Ikzf1	Grm4	1
Ikzf1	Napb	1
Ikzf1	Tnfaip8l2	1
Ikzf1	Nckap1l	1
Ikzf1	Stk36	1
Ikzf1	Cd86	1
Ikzf1	Vcl	1
Ikzf1	Gimap7	1
Ikzf1	Trim72	1
Ikzf1	Kcnd1	1
Ikzf1	Tnfrsf18	1
Ikzf1	Dtx3	1
Ikzf1	Cwc15	1
Ikzf1	Stk4	1
Ikzf1	Akna	1
Ikzf1	Il27ra	1
Ikzf1	Nlrc5	1
Ikzf1	Vps8	1
Ikzf1	C2cd2l	1
Ikzf1	Ccr7	1
Ikzf1	Cd79b	1
Ikzf1	Rassf5	1
Ikzf1	Ptpn6	1
Ikzf1	Kcna3	1
Ikzf1	Cd48	1
Ikzf1	Npr1	1
Ikzf1	Ifi47	1
Ikzf1	Btk	1
Ikzf1	Ganab	1
Ikzf1	Fermt3	1
Ikzf1	Ptpn22	1
Ikzf1	Gtf2h4	1
Ikzf1	Tnfsf18	1
Ikzf1	Cd274	1
Ikzf1	Tec	1
Ikzf1	Slfn2	1
Ikzf1	Mpzl1	1
Ikzf1	Trmt2a	1
Ikzf1	Sbf1	1
Ikzf1	Fosl2	1
Ikzf1	Cd53	1
Ikzf1	Eno2	1
Ikzf1	Itgb7	1
Ikzf1	Abcg3	1
Ikzf1	Ly6e	1
Ikzf1	Slc26a7	1
Ikzf1	Tespa1	1
Ikzf1	Ighm	1
Ikzf1	Ctbp1	1
Ikzf1	Inpp5d	1
Ikzf1	Apbb1ip	1
Ikzf1	Fcrl1	1
Ikzf1	Tbx3	1
Ikzf1	Pik3cd	1
Ikzf1	Nt5c1a	1
Ikzf1	Lcp1	1
Ikzf1	Pik3ap1	1
Ikzf1	H2-Q7	1
Ikzf1	Nr4a2	1
Ikzf1	Gh	1
Ikzf1	Stip1	1
Ikzf1	Zfp36l1	1
Ikzf1	Cyth4	1
Ikzf1	Rinl	1
Irf1	H2-DMa	1
Irf1	Il17rc	1
Irf1	Ncf4	1
Irf1	Prkd2	1
Irf1	Nfkbie	1
Irf1	Lin9	1
Irf1	Lgals3bp	1
Irf1	Batf	1
Irf1	Bst2	1
Irf1	Ifng	1
Irf1	Ddx58	1
Irf1	Zfyve1	1
Irf1	Wbp4	1
Irf1	Esr1	1
Irf1	Gemin7	1
Irf1	Gbp6	1
Irf1	Fcgr1	1
Irf1	Hsh2d	1
Irf1	BC028528	1
Irf1	Harbi1	1
Irf1	Zbp1	1
Irf1	Hlx	1
Irf1	Dennd1c	1
Irf1	Pik3cg	1
Irf1	Ets2	1
Irf1	Casp8	1
Irf1	Arhgap30	1
Irf1	Il27	1
Irf1	Tob1	1
Irf1	Cspp1	1
Irf1	Vcam1	1
Irf1	Ifna13	1
Irf1	Eri3	1
Irf1	Epas1	1
Irf1	Il6	1
Irf1	Aff1	1
Irf1	Tle3	1
Irf1	Dock8	1
Irf1	Tmem71	1
Irf1	Tmem140	1
Irf1	Mdh1b	1
Irf1	Eif2ak1	1
Irf1	Vps11	1
Irf1	Srr	1
Irf1	AI467606	1
Irf1	H2-M3	1
Irf1	Ms4a6b	1
Irf1	Dpcd	1
Irf1	Tfg	1
Irf1	Ttc33	1
Irf1	Znfx1	1
Irf1	Pyhin1	1
Irf1	Prkacb	1
Irf1	Zmynd8	1
Irf1	Nfkbid	1
Irf1	Cd52	1
Irf1	Xaf1	1
Irf1	Elf1	1
Irf1	Pik3r5	1
Irf1	Pkn1	1
Irf1	Sell	1
Irf1	Tmem69	1
Irf1	Mapk1ip1l	1
Irf1	Madd	1
Irf1	Ywhag	1
Irf1	Trim30d	1
Irf1	Gsdmd	1
Irf1	Chst11	1
Irf1	Dnaja2	1
Irf1	Il16	1
Irf1	Serpini1	1
Irf1	Rgs7bp	1
Irf1	Chmp5	1
Irf1	Hsdl2	1
Irf1	Ddx17	1
Irf1	Slfn8	1
Irf1	Bcl11a	1
Irf1	Flrt2	1
Irf1	Trim34a	1
Irf1	Usp18	1
Irf1	Ly86	1
Irf1	Smarcd2	1
Irf1	Stat6	1
Irf1	Il10rb	1
Irf1	Dock2	1
Irf1	Rasal3	1
Irf1	Ptprc	1
Irf1	Icam1	1
Irf1	Psmb10	1
Irf1	Ift140	1
Irf1	Sat1	1
Irf1	Btla	1
Irf1	Fnip1	1
Irf1	Erap1	1
Irf1	Trim12c	1
Irf1	Unc13d	1
Irf1	Tgif1	1
Irf1	Irf4	1
Irf1	Trim44	1
Irf1	Otx1	1
Irf1	Gpr65	1
Irf1	Spred2	1
Irf1	Tnfrsf1b	1
Irf1	Cd69	1
Irf1	Celf2	1
Irf1	Tnip1	1
Irf1	Zc3hav1	1
Irf1	Dusp10	1
Irf1	Eya1	1
Irf1	Tagln2	1
Irf1	Tspan5	1
Irf1	Irf9	1
Irf1	Dlx1	1
Irf1	Il15ra	1
Irf1	Akap13	1
Irf1	Irf2	1
Irf1	Rac2	1
Irf1	Zyx	1
Irf1	Osm	1
Irf1	Epsti1	1
Irf1	Cd37	1
Irf1	Ap1s3	1
Irf1	Arhgef6	1
Irf1	Spata7	1
Irf1	Cxcl11	1
Irf1	Gbp3	1
Irf1	Cytip	1
Irf1	Myo1g	1
Irf1	Smad6	1
Irf1	Triap1	1
Irf1	Gbp8	1
Irf1	P2ry10	1
Irf1	Ucp2	1
Irf1	Igtp	1
Irf1	Rhog	1
Irf1	Parp14	1
Irf1	Pcdhb1	1
Irf1	Pkp4	1
Irf1	Arhgap24	1
Irf1	Gse1	1
Irf1	Ifit1	1
Irf1	Itgal	1
Irf1	Kcnn4	1
Irf1	Trmt6	1
Irf1	Parp9	1
Irf1	Ccl5	1
Irf1	Kynu	1
Irf1	Idh1	1
Irf1	Efcab9	1
Irf1	Tas1r1	1
Irf1	Tbk1	1
Irf1	Gpsm3	1
Irf1	Birc3	1
Irf1	Tapbp	1
Irf1	Ripk1	1
Irf1	Nmi	1
Irf1	Ddx60	1
Irf1	Lrrk1	1
Irf1	C1ra	1
Irf1	Hectd2	1
Irf1	Eif2ak3	1
Irf1	Traf1	1
Irf1	Plekhh3	1
Irf1	Nfix	1
Irf1	Trim30a	1
Irf1	Vav1	1
Irf1	Agrn	1
Irf1	Ncoa7	1
Irf1	Ifna4	1
Irf1	Esyt1	1
Irf1	Itgb1bp2	1
Irf1	Psmb9	1
Irf1	Rtp4	1
Irf1	Arhgap25	1
Irf1	Pias3	1
Irf1	F3	1
Irf1	Etv3	1
Irf1	Eif2ak2	1
Irf1	Samhd1	1
Irf1	Rybp	1
Irf1	Srgn	1
Irf1	Tap1	1
Irf1	Nfkb1	1
Irf1	Plxnc1	1
Irf1	Stk10	1
Irf1	Was	1
Irf1	Psd4	1
Irf1	H2-K1	1
Irf1	Tmc6	1
Irf1	Nfkbiz	1
Irf1	Rgs1	1
Irf1	Atxn7l3	1
Irf1	Mef2a	1
Irf1	Tmtc2	1
Irf1	Ms4a4b	1
Irf1	Isg20	1
Irf1	Ms4a4c	1
Irf1	Creld2	1
Irf1	Dap3	1
Irf1	Mt2	1
Irf1	Sumo1	1
Irf1	Cxcl16	1
Irf1	Tshz1	1
Irf1	Dll1	1
Irf1	Oas3	1
Irf1	Irf5	1
Irf1	Gm10549	1
Irf1	Pik3r1	1
Irf1	Tlr1	1
Irf1	Lipn	1
Irf1	Gbp2	1
Irf1	Stat3	1
Irf1	Tnfaip3	1
Irf1	Stat5b	1
Irf1	Il12a	1
Irf1	Gins1	1
Irf1	Dapp1	1
Irf1	Ifih1	1
Irf1	Psme1	1
