TF	Target	Corr
Crebbp	Abl2	1
Crebbp	Hif1a	1
Crebbp	Rela	1
Crebbp	Ifnar2	1
Crebbp	Smad3	1
Crebbp	Tia1	1
Crebbp	Gtf2b	1
Crebbp	Huwe1	1
Crebbp	Tsc1	1
Crebbp	Bcl2	1
Crebbp	Pbrm1	1
Crebbp	Atf2	1
Crebbp	Zbtb17	1
Crebbp	Setd1a	1
Crebbp	Stat6	1
Crebbp	Ankrd52	1
Crebbp	Hectd1	1
Crebbp	Rtf1	1
Crebbp	Vgll4	1
Crebbp	Hes1	1
Crebbp	Gapdh	1
Crebbp	Pfkfb4	1
Crebbp	Zc3h11a	1
Crebbp	Camk2d	1
Crebbp	Sertad3	1
Crebbp	Sertad1	1
Crebbp	Eif2b1	1
Crebbp	Atf6b	1
Crebbp	Git2	1
Crebbp	Zfp91	1
Crebbp	Ap1b1	1
Crebbp	Rpl15	1
Crebbp	Tcf7l2	1
Crebbp	Herc2	1
Crebbp	Csk	1
Ercc6	Ccnl1	1
Kdm5c	Kdm5a	1
Kdm5c	Zbed6	1
Kdm5c	Aebp2	1
Kdm5c	Atad2b	1
Kdm5c	Fip1l1	1
Kdm5c	Sltm	1
Kdm5c	Phip	1
Kdm5c	Ankrd17	1
Kdm5c	Srcap	1
Kdm5c	Uhrf2	1
Kdm5c	Prrc2c	1
Kdm5c	Ccnl1	1
Kdm5c	Setd2	1
Kdm5c	Tra2b	1
Kdm5c	Smchd1	1
Kdm5c	Zfp292	1
Kdm5c	Smg1	1
Kdm5c	Zmynd8	1
Kdm5c	Lnpep	1
Kdm5c	Srrm1	1
Kdm5c	Tgs1	1
Kdm5c	Birc6	1
Kdm5c	Setd1a	1
Kdm5c	Gabpb2	1
Kdm5c	Akap13	1
Kdm5c	Mysm1	1
Kdm5c	Creb1	1
Kdm5c	Snrnp48	1
Med1	Cdk12	1
Med1	Thrb	1
Med1	Nr2f6	1
Med1	Gata4	1
Med1	Nr2c2ap	1
Med1	Fads1	1
Med1	Sp1	1
Med1	Hnf4a	1
Med1	Rprd2	1
Med1	Pck1	1
Med1	Rxrb	1
Med1	Cebpa	1
Med1	Nr0b1	1
Med1	Pms2	1
Med1	Rnmt	1
Med1	Fhl2	1
Med1	Abcb4	1
Med1	Alas1	1
Med1	Gata1	1
Med1	Xpo4	1
Med1	Med12	1
Med1	Rorc	1
Med1	Nr1i2	1
Med1	Wnt1	1
Med1	Med7	1
Med1	Rxra	1
Med1	Ep400	1
Med1	Pola2	1
Med1	Glipr1	1
Med1	Nol11	1
Med1	Eed	1
Med1	Fdft1	1
Med1	Ccnd3	1
Med1	Cenpo	1
Med1	Med11	1
Med1	Gemin5	1
Med1	Med26	1
Med1	Apoa1	1
Med1	Cebpb	1
Med1	Med16	1
Med1	Snw1	1
Med1	Chd8	1
Med1	Nr1h4	1
Med1	Klf4	1
Med1	Tnf	1
Med1	Nr1h3	1
Med1	Npas2	1
Med1	Bub3	1
Med1	Med31	1
Med1	Med14	1
Med1	Nr2c2	1
Med1	Cdk19	1
Med1	Cpt2	1
Med1	Srebf1	1
Med1	Prrc2c	1
Med1	Nr1d1	1
Med1	Tbl1xr1	1
Med1	Med30	1
Med1	Rae1	1
Med1	Med17	1
Med1	Mdn1	1
Med1	Srebf2	1
Med1	Med18	1
Med1	Srrm1	1
Med1	Tgs1	1
Med1	Hmgcr	1
Med1	Med10	1
Med1	Nfyc	1
Med1	Gata6	1
Med1	Gata2	1
Med1	Tead3	1
Med1	Pparg	1
Med1	Med19	1
Med1	Dnajc2	1
Med1	Wdr12	1
Med1	Sin3b	1
Med1	Acadm	1
Med1	Plin2	1
Med1	Esrrb	1
Med1	Nup160	1
Med1	Cdk9	1
Med1	Nr5a1	1
Med1	Gata3	1
Med1	Smarcd3	1
Med1	Agt	1
Med1	Sltm	1
Med1	Med27	1
Med1	Phf3	1
Med1	Abca1	1
Med1	Ep300	1
Med1	Suz12	1
Med1	Nr1d2	1
Med1	Rbm27	1
Med1	Tlk2	1
Med1	Heatr1	1
Med1	Lpl	1
Med1	Polr1a	1
Med1	Esr2	1
Med1	Spi1	1
Med1	Ppargc1a	1
Med1	Tgfb1	1
Med1	G0s2	1
Med1	Med25	1
Med1	Hmgcs2	1
Med1	Txnrd1	1
Med1	Egr2	1
Med1	Med15	1
Med1	Cyp4a14	1
Med1	Med13	1
Med1	Cdv3	1
Med1	Nup214	1
Med1	Cpt1a	1
Med1	Nr1i3	1
Med1	Med21	1
Med1	Mettl2	1
Med1	Prmt3	1
Med1	Cyp1a1	1
Med1	Med28	1
Med1	Fabp1	1
Med1	Nr4a1	1
Med1	Fabp4	1
Med1	Cd36	1
Med1	Nrbf2	1
Med1	Med4	1
Med1	Thrap3	1
Med1	Slc27a1	1
Med1	Tra2b	1
Med1	Nr0b2	1
Med1	Med13l	1
Med1	Nfya	1
Med1	Hif1a	1
Med1	Nr4a2	1
Med1	Rarg	1
Med1	Wnt10b	1
Med1	Rpap1	1
Med1	Tnfrsf21	1
Med1	Rnf220	1
Med1	Cdk8	1
Med1	Esrrg	1
Med1	Ncoa6	1
Med1	Ppard	1
Med1	Yap1	1
Med1	Nr5a2	1
Med1	Ankrd1	1
Med1	Grhl1	1
Med1	Wdr33	1
Med1	Vdr	1
Med1	Rpf2	1
Med1	Trib3	1
Med1	Mtf2	1
Med1	Wwtr1	1
Med1	Naa15	1
Med1	Zfp91	1
Med1	Exosc1	1
Med1	Tfcp2l1	1
Med1	Setx	1
Med1	Cyp7a1	1
Med1	Dph5	1
Med1	Ddx11	1
Pou2f1	Thrb	1
Pou2f1	Ubl3	1
Pou2f1	Eps15l1	1
Pou2f1	Ankib1	1
Pou2f1	Mrps18a	1
Pou2f1	Brd1	1
Pou2f1	Hsph1	1
Pou2f1	Fgfr1	1
Pou2f1	Cpsf7	1
Pou2f1	Taf4b	1
Pou2f1	Dpy30	1
Pou2f1	Gemin7	1
Pou2f1	Gadd45a	1
Pou2f1	Tspan13	1
Pou2f1	Tle4	1
Pou2f1	Tmem222	1
Pou2f1	Csn2	1
Pou2f1	Nol11	1
Pou2f1	Acp2	1
Pou2f1	Arid1a	1
Pou2f1	Cenpo	1
Pou2f1	Pou2af1	1
Pou2f1	Mrpl44	1
Pou2f1	Golga1	1
Pou2f1	Efcab7	1
Pou2f1	Arpc5	1
Pou2f1	Med1	1
Pou2f1	Ubqln4	1
Pou2f1	Zfp148	1
Pou2f1	Stim2	1
Pou2f1	Dock11	1
Pou2f1	Atp6v0a2	1
Pou2f1	Wiz	1
Pou2f1	Setd5	1
Pou2f1	Kansl1l	1
Pou2f1	Hpn	1
Pou2f1	Fancm	1
Pou2f1	Tarbp2	1
Pou2f1	Zfp703	1
Pou2f1	Rnf44	1
Pou2f1	Shb	1
Pou2f1	Pex12	1
Pou2f1	Mospd2	1
Pou2f1	Ralgps2	1
Pou2f1	Nbr1	1
Pou2f1	Fbxo28	1
Pou2f1	Fzd3	1
Pou2f1	Daxx	1
Pou2f1	Sarm1	1
Pou2f1	Taok3	1
Pou2f1	Kcnip2	1
Pou2f1	Ddx46	1
Pou2f1	Prkar1b	1
Pou2f1	Smpd3	1
Pou2f1	9930021J03Rik	1
Pou2f1	Sp2	1
Pou2f1	Cntrob	1
Pou2f1	Smad2	1
Pou2f1	Izumo1	1
Pou2f1	Mid1ip1	1
Pou2f1	Slc4a2	1
Pou2f1	Atmin	1
Pou2f1	Tfg	1
Pou2f1	Capza1	1
Pou2f1	Rap2c	1
Pou2f1	Slc25a12	1
Pou2f1	Il2	1
Pou2f1	Prrc2a	1
Pou2f1	Eci1	1
Pou2f1	Rgs2	1
Pou2f1	Tmem127	1
Pou2f1	C4a	1
Pou2f1	Ing5	1
Pou2f1	Abhd13	1
Pou2f1	Prrx1	1
Pou2f1	Emp1	1
Pou2f1	Myh9	1
Pou2f1	Otud7b	1
Pou2f1	Prox2	1
Pou2f1	Cdx2	1
Pou2f1	Usp31	1
Pou2f1	Smg5	1
Pou2f1	Il5	1
Pou2f1	Itpkb	1
Pou2f1	Papolg	1
Pou2f1	Pgm3	1
Pou2f1	Rpgrip1l	1
Pou2f1	Pacrg	1
Pou2f1	Rpap1	1
Pou2f1	Heg1	1
Pou2f1	Rbfox2	1
Pou2f1	Polr3b	1
Pou2f1	Edc4	1
Pou2f1	Smarcd2	1
Pou2f1	Chchd7	1
Pou2f1	Mus81	1
Pou2f1	Wdr33	1
Pou2f1	Rmi1	1
Pou2f1	Lrrfip2	1
Pou2f1	Srsf11	1
Pou2f1	Esrra	1
Pou2f1	Pou2f1	1
Pou2f1	Stard3nl	1
Pou2f1	Zswim6	1
Pou2f1	Gnrhr	1
Pou2f1	Lemd2	1
Pou2f1	Trim45	1
Pou2f1	Dcp1b	1
Pou2f1	Eif1	1
Pou2f1	Upf3b	1
Pou2f1	Mpz	1
Pou2f1	Sntb2	1
Pou2f1	Dck	1
Pou2f1	Map4k4	1
Pou2f1	Evi2b	1
Pou2f1	C1galt1	1
Pou2f1	Aqp9	1
Pou2f1	Tgif1	1
Pou2f1	Slc9a5	1
Pou2f1	Arhgef2	1
Pou2f1	4933434E20Rik	1
Pou2f1	Fam50a	1
Pou2f1	Wsb1	1
Pou2f1	Irf4	1
Pou2f1	Nup153	1
Pou2f1	Cited2	1
Pou2f1	Spred2	1
Pou2f1	Jag2	1
Pou2f1	Fndc1	1
Pou2f1	Zkscan16	1
Pou2f1	Ttc9c	1
Pou2f1	C1qbp	1
Pou2f1	Ppp1r15b	1
Pou2f1	Fuca2	1
Pou2f1	Myc	1
Pou2f1	Asxl1	1
Pou2f1	Irf9	1
Pou2f1	Eed	1
Pou2f1	Atl1	1
Pou2f1	Med26	1
Pou2f1	Marf1	1
Pou2f1	Bin3	1
Pou2f1	Mre11a	1
Pou2f1	Id1	1
Pou2f1	Cnot1	1
Pou2f1	Rassf1	1
Pou2f1	Clns1a	1
Pou2f1	Ccdc115	1
Pou2f1	Kdm3a	1
Pou2f1	Pura	1
Pou2f1	Abl1	1
Pou2f1	Kdm5a	1
Pou2f1	Tnfrsf9	1
Pou2f1	Ap1s2	1
Pou2f1	Kif24	1
Pou2f1	Crisp1	1
Pou2f1	Tuba1a	1
Pou2f1	Strada	1
Pou2f1	Psma4	1
Pou2f1	Trim13	1
Pou2f1	Sar1b	1
Pou2f1	Uqcrq	1
Pou2f1	Zfp384	1
Pou2f1	Ppie	1
Pou2f1	Mutyh	1
Pou2f1	Sugp2	1
Pou2f1	Cryzl1	1
Pou2f1	Cript	1
Pou2f1	Setd1b	1
Pou2f1	Rps6ka3	1
Pou2f1	Lrp6	1
Pou2f1	Nudt6	1
Pou2f1	Meis1	1
Pou2f1	Ddx52	1
Pou2f1	Cct6b	1
Pou2f1	Mtbp	1
Pou2f1	Snrpc	1
Pou2f1	Cdc42se2	1
Pou2f1	Gse1	1
Pou2f1	Depdc5	1
Pou2f1	Sesn3	1
Pou2f1	Jund	1
Pou2f1	Itgal	1
Pou2f1	Cdc5l	1
Pou2f1	Srsf7	1
Pou2f1	Gng5	1
Pou2f1	Cdc6	1
Pou2f1	Slc39a13	1
Pou2f1	Mllt10	1
Pou2f1	Rab39	1
Pou2f1	Cep57l1	1
Pou2f1	Cnot2	1
Pou2f1	Rbm4b	1
Pou2f1	Btf3	1
Pou2f1	Med24	1
Pou2f1	Mrps16	1
Pou2f1	Ccdc71	1
Pou2f1	Tapbp	1
Pou2f1	Scnm1	1
Pou2f1	Pitpnm2	1
Pou2f1	Cstf2t	1
Pou2f1	Tmem229b	1
Pou2f1	Zranb1	1
Pou2f1	Polg2	1
Pou2f1	Pxk	1
Pou2f1	Aup1	1
Pou2f1	Lyrm2	1
Pou2f1	Pofut1	1
Pou2f1	Kdm2b	1
Pou2f1	Mtf1	1
Pou2f1	Rpp21	1
Pou2f1	Fundc1	1
Pou2f1	Grap2	1
Pou2f1	Fgl2	1
Pou2f1	Mitd1	1
Pou2f1	Cd151	1
Pou2f1	Ccdc84	1
Pou2f1	Cand1	1
Pou2f1	Rdh7	1
Pou2f1	Pigp	1
Pou2f1	Ppp2r1a	1
Pou2f1	Slc1a2	1
Pou2f1	Zdhhc9	1
Pou2f1	Gle1	1
Pou2f1	Glce	1
Pou2f1	Mfsd11	1
Pou2f1	Eif5a2	1
Pou2f1	Wasf2	1
Pou2f1	Slc30a1	1
Pou2f1	Nr6a1	1
Pou2f1	Psmb2	1
Pou2f1	Pdss2	1
Pou2f1	Nfatc2ip	1
Pou2f1	Hist2h2bb	1
Pou2f1	Spcs1	1
Pou2f1	Phf6	1
Pou2f1	Pbx3	1
Pou2f1	Map3k4	1
Pou2f1	1810010H24Rik	1
Pou2f1	Nrf1	1
Pou2f1	Tanc1	1
Pou2f1	Btbd8	1
Pou2f1	Mphosph10	1
Pou2f1	Spop	1
Pou2f1	Oxr1	1
Pou2f1	2610001J05Rik	1
Pou2f1	Crbn	1
Pou2f1	Hmgb2	1
Pou2f1	Mtf2	1
Pou2f1	Naa15	1
Pou2f1	Arhgap21	1
Pou2f1	Vti1b	1
Pou2f1	Gsx1	1
Pou2f1	Abhd6	1
Pou2f1	Mitf	1
Pou2f1	Zfp473	1
Pou2f1	Tomm40	1
Pou2f1	Sgip1	1
Pou2f1	Grsf1	1
Pou2f1	Os9	1
Pou2f1	Cyb561d2	1
Pou2f1	Nif3l1	1
Pou2f1	Dram2	1
Pou2f1	Yrdc	1
Pou2f1	Adrb2	1
Pou2f1	Cd79a	1
Pou2f1	Naa40	1
Pou2f1	Myf5	1
Pou2f1	Slc38a6	1
Pou2f1	Fbxl19	1
Pou2f1	Aars2	1
Pou2f1	Gna13	1
Pou2f1	Trmt112	1
Pou2f1	Bclaf1	1
Pou2f1	Dad1	1
Pou2f1	Ficd	1
Pou2f1	2310057M21Rik	1
Pou2f1	Tfb2m	1
Pou2f1	Ubr7	1
Pou2f1	Rab2a	1
Pou2f1	Cdc14a	1
Pou2f1	Impa1	1
Pou2f1	Fgf4	1
Pou2f1	Fiz1	1
Pou2f1	Pde6d	1
Pou2f1	Mef2d	1
Pou2f1	Atg12	1
Pou2f1	Efr3a	1
Pou2f1	Snw1	1
Pou2f1	Polm	1
Pou2f1	Nek11	1
Pou2f1	Lonrf1	1
Pou2f1	Fan1	1
Pou2f1	Kti12	1
Pou2f1	Sesn2	1
Pou2f1	Phc2	1
Pou2f1	Parp2	1
Pou2f1	Lrch4	1
Pou2f1	Rrp1b	1
Pou2f1	Cdca2	1
Pou2f1	Med30	1
Pou2f1	Patz1	1
Pou2f1	Taf5l	1
Pou2f1	Gadd45g	1
Pou2f1	Myh10	1
Pou2f1	Agbl3	1
Pou2f1	Prpf40a	1
Pou2f1	Pdgfrb	1
Pou2f1	Mdn1	1
Pou2f1	Ptpru	1
Pou2f1	Fam172a	1
Pou2f1	Phtf1	1
Pou2f1	Rhot2	1
Pou2f1	Gdpd1	1
Pou2f1	Casp3	1
Pou2f1	Tnfaip8	1
Pou2f1	Slc35a4	1
Pou2f1	Gm5148	1
Pou2f1	Des	1
Pou2f1	Pdcd10	1
Pou2f1	Grcc10	1
Pou2f1	Pafah1b1	1
Pou2f1	Kat8	1
Pou2f1	Hdlbp	1
Pou2f1	Csnk1g1	1
Pou2f1	Golim4	1
Pou2f1	Steap3	1
Pou2f1	Shc1	1
Pou2f1	Zfp35	1
Pou2f1	Trip4	1
Pou2f1	Zc3hc1	1
Pou2f1	Gcnt1	1
Pou2f1	Zfp217	1
Pou2f1	Cables2	1
Pou2f1	Plk4	1
Pou2f1	Sap30bp	1
Pou2f1	Tmem198b	1
Pou2f1	Lmo4	1
Pou2f1	Zfc3h1	1
Pou2f1	Itsn1	1
Pou2f1	Ttc19	1
Pou2f1	Stoml2	1
Pou2f1	Noa1	1
Pou2f1	Trim46	1
Pou2f1	Rpf1	1
Pou2f1	Adamts6	1
Pou2f1	Trp53inp2	1
Pou2f1	1600014C10Rik	1
Pou2f1	Dennd4b	1
Pou2f1	Pnpla3	1
Pou2f1	a	1
Pou2f1	Ppp1r13b	1
Pou2f1	Osgin2	1
Pou2f1	Ssbp3	1
Pou2f1	Heatr1	1
Pou2f1	Lpl	1
Pou2f1	Arpp21	1
Pou2f1	Zmiz2	1
Pou2f1	Mrpl32	1
Pou2f1	Hivep3	1
Pou2f1	Dhx35	1
Pou2f1	Kank3	1
Pou2f1	Lbr	1
Pou2f1	Lsm3	1
Pou2f1	Sh3yl1	1
Pou2f1	Cdv3	1
Pou2f1	Bdkrb1	1
Pou2f1	Cdc20	1
Pou2f1	Gbx2	1
Pou2f1	Hic2	1
Pou2f1	Nras	1
Pou2f1	Tbc1d23	1
Pou2f1	Mzf1	1
Pou2f1	Usp37	1
Pou2f1	Arl2bp	1
Pou2f1	Tmem126b	1
Pou2f1	Wipf1	1
Pou2f1	Snrpa	1
Pou2f1	Dlst	1
Pou2f1	Gtf3c2	1
Pou2f1	Hspd1	1
Pou2f1	Zbtb6	1
Pou2f1	Smad3	1
Pou2f1	Tnfrsf8	1
Pou2f1	Hmga1	1
Pou2f1	Ascc1	1
Pou2f1	Hormad2	1
Pou2f1	Sbno1	1
Pou2f1	Btbd11	1
Pou2f1	Ikbkb	1
Pou2f1	Ypel3	1
Pou2f1	Tln1	1
Pou2f1	Scaf1	1
Pou2f1	Tmem161b	1
Pou2f1	Tmed10	1
Pou2f1	St3gal2	1
Pou2f1	R3hdm2	1
Pou2f1	Sin3a	1
Pou2f1	Irx2	1
Pou2f1	Rpl22	1
Pou2f1	Sart3	1
Pou2f1	Gpbp1	1
Pou2f1	Kpna3	1
Pou2f1	Nos2	1
Pou2f1	Gnas	1
Pou2f1	Ndufa8	1
Pou2f1	Ints10	1
Pou2f1	Dnajc17	1
Pou2f1	Mageb3	1
Pou2f1	Ttf2	1
Pou2f1	Wbp11	1
Pou2f1	Nkg7	1
Pou2f1	Foxred1	1
Pou2f1	Rlim	1
Pou2f1	Hspbap1	1
Pou2f1	Mon2	1
Pou2f1	Pold1	1
Pou2f1	Hnrnph1	1
Pou2f1	Cited1	1
Pou2f1	Atf7ip	1
Pou2f1	Ccnd1	1
Pou2f1	Lrguk	1
Pou2f1	Ttc13	1
Pou2f1	Entpd1	1
Pou2f1	Sall3	1
Pou2f1	Mcts1	1
Pou2f1	Kbtbd3	1
Pou2f1	Dclre1b	1
Pou2f1	Srm	1
Pou2f1	Bud13	1
Pou2f1	Txndc16	1
Pou2f1	Vamp3	1
Pou2f1	Mettl7a1	1
Pou2f1	Nek9	1
Pou2f1	Add3	1
Pou2f1	Rlf	1
Pou2f1	Ncoa5	1
Pou2f1	Hs3st3b1	1
Pou2f1	Lgr4	1
Pou2f1	Ppm1l	1
Pou2f1	Pde4dip	1
Pou2f1	Thoc3	1
Pou2f1	Pcdh8	1
Pou2f1	Wrn	1
Pou2f1	Snrpb	1
Pou2f1	Slc6a6	1
Pou2f1	Creb3	1
Pou2f1	Tsc22d3	1
Pou2f1	Map2k5	1
Pou2f1	Bfsp2	1
Pou2f1	Foxp1	1
Pou2f1	Kras	1
Pou2f1	Capza2	1
Pou2f1	Tbx6	1
Pou2f1	Cd79b	1
Pou2f1	Frmd5	1
Pou2f1	Ptpn6	1
Pou2f1	Smcr8	1
Pou2f1	Asph	1
Pou2f1	Ganab	1
Pou2f1	Senp5	1
Pou2f1	Nfia	1
Pou2f1	Lcn8	1
Pou2f1	Fos	1
Pou2f1	Pax6	1
Pou2f1	Psmf1	1
Pou2f1	Abcb6	1
Pou2f1	Rnf113a2	1
Pou2f1	Dhx16	1
Pou2f1	Polr1a	1
Pou2f1	Enpep	1
Pou2f1	Tex2	1
Pou2f1	Rnf2	1
Pou2f1	Gorasp2	1
Pou2f1	Edc3	1
Pou2f1	Rad17	1
Pou2f1	Pcbp1	1
Pou2f1	Polr3f	1
Pou2f1	Cnpy2	1
Pou2f1	Sdhc	1
Pou2f1	Gngt2	1
Pou2f1	Gnrh1	1
Pou2f1	Gpr19	1
Pou2f1	Ubac1	1
Pou2f1	Mylip	1
Pou2f1	Rnf141	1
Pou2f1	C4b	1
Pou2f1	Trp53i11	1
Pou2f1	Manf	1
Pou2f1	Kit	1
Pou2f1	Nr4a2	1
Pou2f1	Ssh2	1
Pou2f1	Clp1	1
Pou2f1	Esrrg	1
Pou2f1	Rad1	1
Pou2f1	Snrpd2	1
Pou2f1	Hmgb3	1
Pou2f1	Nfs1	1
Pou2f1	Akap8l	1
Pou2f1	Zfp36l1	1
Pou2f1	Kbtbd11	1
Pou2f1	Kansl1	1
Pou2f1	Polr2a	1
Pou2f1	Rnf38	1
Pou2f1	Hjurp	1
Pou2f1	Ttc30b	1
Trim24	Pou5f1	1
Kdm6b	Cdk12	1
Kdm6b	Taf15	1
Kdm6b	Sfswap	1
Kdm6b	Ranbp2	1
Kdm6b	Ppp1r15a	1
Kdm6b	Fosb	1
Kdm6b	Fubp1	1
Kdm6b	Rnf166	1
Kdm6b	Copa	1
Kdm6b	Sltm	1
Kdm6b	Srcap	1
Kdm6b	Ifnar1	1
Kdm6b	Top1	1
Kdm6b	Ash1l	1
Kdm6b	Prrc2c	1
Kdm6b	Ccnl1	1
Kdm6b	Btg1	1
Kdm6b	Thrap3	1
Kdm6b	Peli1	1
Kdm6b	Rlf	1
Kdm6b	Hmgxb3	1
Kdm6b	Tra2b	1
Kdm6b	Dync1h1	1
Kdm6b	Zfp292	1
Kdm6b	Nisch	1
Kdm6b	Msi2	1
Kdm6b	Myo9b	1
Kdm6b	Cpsf7	1
Kdm6b	Spag9	1
Kdm6b	Zer1	1
Kdm6b	Luc7l2	1
Kdm6b	Rnf122	1
Kdm6b	Ythdc1	1
Kdm6b	Mbtd1	1
Kdm6b	Pan3	1
Kdm6b	H3f3a	1
Kdm6b	Pds5a	1
Kdm6b	Birc6	1
Kdm6b	Setd1a	1
Kdm6b	Vgll4	1
Kdm6b	Hectd1	1
Kdm6b	Dmtf1	1
Kdm6b	Cdc40	1
Kdm6b	Purb	1
Kdm6b	Akap13	1
Kdm6b	Psma3	1
Kdm6b	Rbm39	1
Kdm6b	Smad4	1
Kdm6b	Git2	1
Kdm6b	Chd2	1
Kdm6b	Ddx42	1
Kdm6b	Prpf38b	1
Kdm6b	Itch	1
Kdm6b	Fus	1
Kdm6b	Fbxw11	1
Kdm6b	Nxf1	1
Nfat5	Cdk12	1
Nfat5	Vdac3	1
Nfat5	Nktr	1
Nfat5	Ttc14	1
Nfat5	Mysm1	1
Nfat5	Rbm39	1
Nfat5	Mapk14	1
Nfat5	Ankfy1	1
Nfat5	Rc3h2	1
Nfat5	Luc7l2	1
Nfat5	Baz2b	1
Lhx9	Nr5a1	1
Hif1a	Top2b	1
Hif1a	Bid	1
Hif1a	Car9	1
Hif1a	Gbe1	1
Hif1a	Arcn1	1
Hif1a	Wsb1	1
Hif1a	Nos2	1
Hif1a	Ythdf3	1
Hif1a	Pfkfb2	1
Hif1a	Ttc9c	1
Hif1a	Ppara	1
Hif1a	Pdk1	1
Hif1a	Rbm7	1
Hif1a	Rbx1	1
Hif1a	Tfrc	1
Hif1a	Retnla	1
Hif1a	Avp	1
Hif1a	Epo	1
Hif1a	Pgam1	1
Hif1a	Plod2	1
Hif1a	Sumo1	1
Hif1a	Tnf	1
Hif1a	Npas2	1
Hif1a	Itgb2	1
Hif1a	Ube2d1	1
Hif1a	Bzw1	1
Hif1a	Tbl1xr1	1
Hif1a	Ikbkg	1
Hif1a	Crk	1
Hif1a	Vegfb	1
Hif1a	Ddit4	1
Hif1a	Hmox1	1
Hif1a	Cygb	1
Hif1a	Pgf	1
Hif1a	Arf3	1
Hif1a	Stat3	1
Hif1a	Egln1	1
Hif1a	Nkx3-1	1
Hif1a	Abi1	1
Hif1a	Bhlhe40	1
Hif1a	Mapk14	1
Hif1a	P4hb	1
Hif1a	Pfkfb3	1
Hif1a	Eno1	1
Hif1a	Cdkn1a	1
Hif1a	Pdgfb	1
Hif1a	Aldoa	1
Hif1a	Pgk1	1
Hif1a	Dnajc5	1
Hif1a	Plaur	1
Hif1a	Tff3	1
Hif1a	Krt19	1
Hif1a	Cdc42	1
Hif1a	P4ha1	1
Hif1a	Senp5	1
Hif1a	Cxcl12	1
Hif1a	Ep300	1
Hif1a	Krt14	1
Hif1a	Bcl10	1
Hif1a	Hk2	1
Hif1a	Ptgfr	1
Hif1a	Senp2	1
Hif1a	Epx	1
Hif1a	Adam17	1
Hif1a	Ppp1r12a	1
Hif1a	Hnrnpk	1
Hif1a	Eno2	1
Hif1a	Vegfa	1
Hif1a	Hif3a	1
Hif1a	Mob1a	1
Hif1a	Mfsd1	1
Hif1a	Casp9	1
Hif1a	Mmp2	1
Hif1a	Dcx	1
Hif1a	Fbxw11	1
Hif1a	Flt1	1
Hif1a	Serpine1	1
Hif1a	Nptn	1
Hif1a	Angpt1	1
Hif1a	Bax	1
Hif1a	Rbpj	1
Hif1a	Crebbp	1
Hif1a	Cul2	1
Hif1a	Abcb1b	1
Hif1a	Ripk2	1
Hif1a	Hk1	1
Hif1a	Nras	1
Hif1a	Slc2a1	1
Hif1a	Ctsd	1
Hif1a	Tlx3	1
Hif1a	Tnfrsf23	1
Hif1a	Xrn2	1
Hif1a	Map2k4	1
Hif1a	Il23r	1
Hif1a	Pigm	1
Hif1a	Actr3	1
Hif1a	Cyp20a1	1
Hif1a	Tsga10	1
Hif1a	Ldha	1
Hif1a	Krt18	1
Hif1a	Smad3	1
Hif1a	Foxo3	1
Hif1a	Fn1	1
Hif1a	Bcl2	1
Hif1a	Syncrip	1
Hif1a	Stx11	1
Hif1a	Egln2	1
Hif1a	Gapdh	1
Hif1a	Pfkfb4	1
Hif1a	Prkce	1
Hif1a	Vhl	1
Hif1a	Plod1	1
Arid4b	Cdk12	1
Arid4b	Tbl1xr1	1
Arid4b	Zfp207	1
Arid4b	Ctcf	1
Arid4b	Rc3h2	1
Kdm2a	Vps54	1
Kdm2a	Cdk12	1
Kdm2a	Nfkb1	1
Kdm2a	Sfswap	1
Kdm2a	Actr2	1
Kdm2a	Baz2b	1
Kdm2a	Fnbp4	1
Kdm2a	Ube2j2	1
Kdm2a	Supt7l	1
Kdm2a	Cr1l	1
Kdm2a	Api5	1
Kdm2a	Phip	1
Kdm2a	Ankrd17	1
Kdm2a	Rprd2	1
Kdm2a	Prpf38b	1
Kdm2a	Mllt10	1
Kdm2a	Fkbp15	1
Kdm2a	Dennd1b	1
Kdm2a	Ccnl1	1
Kdm2a	Setd2	1
Kdm2a	Maml1	1
Kdm2a	Arfgef1	1
Kdm2a	Nfat5	1
Kdm2a	Ankfy1	1
Kdm2a	Rictor	1
Kdm2a	Pnrc1	1
Kdm2a	Supt6h	1
Kdm2a	Krit1	1
Kdm2a	Myo9b	1
Kdm2a	Cpsf7	1
Kdm2a	Pum2	1
Kdm2a	Rela	1
Kdm2a	Jmjd1c	1
Kdm2a	Ankrd44	1
Kdm2a	Akap10	1
Kdm2a	Lnpep	1
Kdm2a	Stk17b	1
Kdm2a	Vti1a	1
Kdm2a	Pds5a	1
Kdm2a	Birc6	1
Kdm2a	Cdc40	1
Kdm2a	Gabpb2	1
Kdm2a	Akap13	1
Kdm2a	Pak2	1
Kdm2a	Etv3	1
Kdm2a	Tubgcp4	1
Kdm2a	Trmt13	1
Kdm2a	Itch	1
Kdm2a	Kansl1	1
Kdm2a	Rassf1	1
Kdm2a	Med13	1
Kdm2a	Smg6	1
Kdm2a	Rps6kb1	1
Kdm2a	Chd8	1
Hsf1	Dnajb5	1
Hsf1	Sync	1
Hsf1	Hspa8	1
Hsf1	Bcor	1
Hsf1	Ddr2	1
Hsf1	Chordc1	1
Hsf1	Dnajb1	1
Hsf1	Pip5k1a	1
Hsf1	Hsp90aa1	1
Hsf1	Cct4	1
Hsf1	Atp6v1a	1
