GeneName	0h	1h	4h	10h	20h	36h	48h	72h	168h	4w
Gpr180	2.537156092	2.518979988	2.574271513	2.955662403	2.689912774	3.029213652	2.67642175	2.460694837	2.537903553	2.586412304
Gpr182	1.745290359	1.219693869	0.949054368	0.887679549	1.285845057	1.146394256	1.621893631	1.62232959	2.266417799	1.583059185
Gpr183	-4.65219964	-5.060466006	-6.106335692	-5.217414939	-5.540922948	-5.328450467	-5.490755534	-5.561509247	-5.17413973	-4.260261919
Gpr19	0.081747911	-0.301506533	-1.480808806	-0.483649342	-0.014682539	0.734528745	0.621051715	-0.038616993	0.030123291	0.001438262
Gpr21	-5.895068829	-5.996151957	-6.266090103	-6.097715417	-6.049452763	-6.104494678	-6.719603806	-5.365216387	-6.484676428	-6.295552823
Gpr25	-5.506694566	-5.539850523	-5.838436042	-5.256510454		-4.52290134	-5.344638639	-6.018987993	-4.20647367	-4.158424609
Gpr30	-5.580203578	-5.120825075	-6.254299127	-6.284371573	-6.097978201	-4.925999843	-6.078287445		-5.69925252	-6.238729477
Gpr31c	-5.225620118			-5.929494254	-5.857731349		-4.679303143			
Gpr33	-5.26233589	-5.071432337	-5.390783154	-5.182966228						
Gpr34	-4.621577324	-4.297371854		-5.851385637	-4.864766572	-5.698373581	-5.624384333	-5.895247542	-5.151789883	-4.250988463
Gpr35	-4.649356581	-4.23185863	-3.439329111	-4.388601003	-3.998603545	-4.493511924	-3.288959611	-4.892808783	-4.378050714	-5.067937473
Gpr37l1	-5.987443137	-5.658652132			-5.748899329		-5.4567727	-6.013429422	-5.538581582	
Gpr39	0.423774483	0.098902575	1.218886512	1.619568352	1.3098042	1.323223753	1.521629949	1.411353252	0.973885154	0.990519254
Gpr4	-2.319748978	-2.480793631	-2.936625506	-2.135785372	-2.326854125	-2.957165371	-2.861133425	-2.621403697	-2.037426489	-2.625045751
Gpr44	-5.924454194					-6.262324708				
Gpr45	-5.916046265					-5.894459545	-5.761864326			
Gpr55	-5.796920168	-5.718984839	-5.568321138	-5.224900765	-5.501337179	-4.634084546	-5.196148652	-3.70353701	-5.438210086	
Gpr56	-0.465511302	-0.414838538	-0.380933734	-0.530037044	-0.598194427	-0.411738073	-0.399088763	-0.115578927	0.093597256	-0.690380897
Gpr63	-5.773430579	-5.24695458	-4.658824923	-5.325280551	-4.768977328	-4.859601898	-5.822563014	-5.622411497	-4.596524833	-4.770885697
Gpr64	-3.414592401	-3.439638878	-2.877881352	-3.607921141	-2.964430208	-2.672944383	-3.251662986	-4.047710132	-4.34411163	-3.570427414
Gpr65	-2.216298065	-1.277718476	-2.393019151	-3.3793171	-3.012972761	-2.768260092	-2.257079106	-1.952248007	-1.770319228	-2.041749167
Gpr68	-5.684017627	-5.60408937	-5.166493374	-5.411570567	-5.878208731	-5.897013204	-5.543754382	-6.450726657	-5.39723052	-6.829534374
Gpr75	-6.281890623	-5.896636471	-6.461308525	-6.372651854	-6.205521647	-6.292795167	-6.413159966		-6.364887157	
Gpr77	-2.351867547	-3.408339279	-2.120286596	-2.546069598	-2.289395414	-2.756742824	-2.007073952	-1.96032419	-1.789287202	-2.181396076
Gpr81	-6.480037312	-5.434248482		-6.561717097	-5.821695879	-6.016108434	-6.549737754	-6.57331286	-5.303902713	-5.486477895
Gpr82	-4.68622324	-6.135366576	-6.231458251	-6.029480833	-6.002683505	-5.949680319	-6.323274372	-4.937349847		-6.089098863
Gpr83	-6.866758572					-6.973935374				
Gpr84	-5.171572112	-5.483746458	-3.966982436	-5.421237605	-4.58574518	-5.257038384	-4.732006072	-3.99545413	-5.249469607	-5.030766678
Gpr85	-6.870806093	-6.743357746	-6.941540825	-6.769189462	-6.149701685	-6.417146389	-6.241445079	-6.804169623	-5.977904391	
Gpr88	-6.887221068	-6.634123271	-6.154847661	-6.632076261	-5.950522248	-6.077324709	-5.004596137	-6.145724276	-5.021204339	-6.806845038
Gpr89	1.96989573	1.861016493	1.886325196	2.465326248	2.609562132	2.473743329	2.660031689	2.622506526	2.258996944	2.055574604
Gpr97	-0.234069423	-0.124327102	-0.545813873	-0.878041712	-0.558115281	-1.392791404	-0.96222079	-0.626926745	0.118707061	0.243064113
Gpr98	-3.930719528	-4.233086642	-5.051072285	-7.694799208	-5.47297725	-4.565386612	-4.954848772	-5.145289639	-4.534182283	-4.498722251
Gprasp1	-0.288721873	-0.543867243	-0.180794821	-0.56860144	-0.351409777	-0.540730482	-0.276891335	0.026423831	-0.195594094	-0.409000665
Gprasp2	-4.050495275	-3.963379576	-5.547860877	-5.117062533	-4.814895178	-5.411818635	-5.162846295	-4.388278152	-4.342427732	-4.310176132
Gprc5a	-3.0665892	-2.456565791	-2.824077645	-2.57322941	-3.247798127	-3.040299361	-3.058248096	-2.606846663	-2.541722195	-4.79624113
Gprc5b	-3.236675383	-3.852421446	-2.087662406	-2.394958301	-2.517950456	-3.215187524	-2.594210941	-2.760696506	-3.730342837	-3.395080797
Gprc5c	3.009604414	3.410818257	2.275199696	3.203978597	3.252204237	4.118285117	3.540222884	3.694653536	3.641184595	3.624948343
Gprc5d	-5.525766858	-4.253859042	-5.340732316	-5.214654458	-4.824060248				-4.827717836	
Gprin2	-5.621978632	-5.017214193		-5.033976205	-5.399386854	-5.301516701	-5.139814959		-5.036485729	-5.449639546
Gprin3	-0.045306009	1.138485437	-1.809376134	-0.122166089	0.272462458	-0.453196195	0.177104176	0.573483854	0.995956516	1.230416175
Gps1	3.575422529	3.554066572	3.368178459	3.789087639	3.845500768	3.969805646	4.062817336	4.002025731	3.641777949	3.75070082
Gps2	2.478612654	1.949774391	1.843457047	2.489526787	2.174591668	2.506343554	2.54676947	2.145047963	2.074227873	2.250395893
Gpsm1	-2.951254074	-2.926017707	-3.851231753	-3.208578115	-3.201656373	-2.921798689	-3.451274725	-3.554983321	-3.138985938	-2.978699905
Gpsm2	1.571531242	0.75150272	-0.231502409	1.337903693	1.745400596	1.891043534	3.12852627	2.696000504	2.307871918	2.135410253
Gpsm3	-1.031493701	-1.192633922	-1.819350914	-1.911102697	-1.272895361	-1.38027245	-1.016625804	-1.066257433	-0.937983383	-1.326362573
Gpt	6.543706151	6.705537961	6.059112683	5.958610129	6.00952086	6.660720198	6.249018806	7.090501329	6.544506114	6.595952547
Gpt2	5.530656418	6.69711117	6.650432864	6.993510577	5.845254446	6.297908844	5.820708368	6.146749342	5.934194041	5.649491874
Gpx1	10.39779873	10.31976806	10.03253456	9.555152307	9.79287143	10.35039665	10.27593581	10.4434477	10.75341355	10.32589126
Gpx2	-4.628535126	-4.212566177	-4.011145526	-4.56159808	-3.816084467	-3.440392221	-3.531873238	-3.875038314	-4.22521446	-4.992338198
Gpx3	0.993232146	0.751280627	1.932688005	2.757647883	2.930054125	2.339407558	2.330648941	2.452038184	0.714798779	-0.324961112
Gpx4	6.664610725	6.340607125	5.920438909	5.997497848	6.395991505	6.92088753	6.874461567	6.816219688	6.592338069	6.287469528
Gpx6	-0.273275532	-0.886252941	-1.736860903	-2.577022941	-2.696886374	-2.337205288	-3.297664319	-2.774838888	-0.328416451	-0.580457128
Gpx7	-0.415630176	-1.018512171	-2.392147992	-1.923575186	-1.116445501	1.157075165	2.75164487	1.760305159	0.345932236	-0.810388612
Gpx8	-0.780755521	-1.511187197	-1.555837971	-1.28262878	-0.744994122	-0.960858983	-0.537321332	-0.779861959	-0.73329215	-1.401597439
Gramd1a	1.361142524	1.278475285	0.604364408	1.110543866	1.460152002	1.80334074	2.049621047	1.766374478	1.545935132	1.375468981
Gramd1b	-3.230003491	-3.134611704	-4.085653099	-3.780164658	-3.254289055	-3.324543178	-2.79711214	-2.717562902	-2.75446237	-3.052895868
Gramd1c	2.862728975	2.762520338	3.297270563	3.201187105	3.551487547	3.315304659	3.28829496	3.289776334	3.311323118	3.129503274
Gramd2	-7.058708797	-7.088164061	-6.981942264	-7.164630446	-5.716129462	-6.573400498	-7.437998464	-6.663258641	-7.284597805	
Gramd3	3.441422438	3.266300539	2.380483976	3.313609254	3.418527168	3.147735551	2.95182792	3.193604	3.492852527	3.675666066
Gramd4	0.045553764	-0.649804635	-1.549417595	0.039328811	0.08656125	-0.206968905	-0.16717546	0.54925956	0.772873389	0.445192776
Grap	0.04512895	-0.000951084	-0.779553217	-0.747401454	-0.500285638	-0.747129408	-0.667762354	-0.544952705	0.085206285	0.029333928
Grap2	-4.833152251	-5.285372873	-4.770971792	-6.134326384	-5.539553935	-5.338812783	-4.994054097	-5.491817666	-4.973719365	-5.763267571
Grasp	-1.814686056	-1.148902297	-1.29265373	-2.171090057	-2.017039112	-1.897508608	-2.054817168	-2.325409326	-2.200483502	-2.213934055
Grb10	-1.533563343	-1.303351115	-2.271411563	-2.268605145	-1.758017084	-1.64092783	-1.25604792	-1.298748746	-1.184871078	-1.077652064
Grb14	2.903393965	2.705095825	2.307977252	2.67484468	2.816428122	2.824478475	2.973755331	2.94919847	2.852847467	2.662814346
Grb2	3.57323303	3.571866462	3.730832907	3.594201	3.696819996	3.565816714	4.014058244	4.091065342	3.739856562	3.535535701
Grb7	4.652645054	3.310640162	1.934925531	3.5924613	4.050352614	2.950547037	3.929503086	4.169061481	4.854855714	4.746100947
Grcc10	-0.112257428	-0.477831024	-0.915016412	-0.857907572	-0.611542839	-1.008925403	-1.272165106	-1.280578137	-0.62258311	-0.102666665
Greb1	-7.469279642	-7.110041721	-8.111345216	-7.701061311	-6.471436484	-7.095651495	-6.71895399	-6.836497768	-7.4960828	-7.024126939
Greb1l	-4.667485322	-4.983169223	-7.200675261	-4.848382625	-4.229325089	-4.014221527	-4.449009945	-4.032155925	-4.881693875	-5.744745115
Grem2	0.574603839	1.605900253	-0.565423741	0.775918473	-0.360527788	0.885934224	0.398165738	0.34588921	-0.032928154	0.773061455
Grhl1	-2.803423997	-1.072770487	0.066317242	-0.224491192	-0.946314375	0.486353569	-0.684483706	-0.920330982	-2.497606945	-2.206697989
Grhl2	-4.487670876	-4.679797398	-5.182415735	-5.061744269	-5.257363256	-5.183011202	-4.739319143	-5.378927578	-4.689078695	-6.853443972
Grhl3	-4.508919513	-3.716260222		-4.665671344	-5.165709048	-5.731449344	-5.730690568	-5.51977914	-5.495146174	-5.085795311
Grhpr	6.523909044	6.449777074	6.934665317	7.099357969	7.220369047	6.70359377	6.942992061	7.270999223	6.706067127	6.567866012
Gria1	-7.215142025	-7.065812277	-5.926712996			-6.430189636	-7.85633878			
Gria3	-3.066800717	-4.011672661	-4.861320787	-4.469995169	-4.912392035	-3.655673617	-2.394405643	-2.019248339	-3.011372451	-3.518490373
Gria4	-6.564608862	-6.310158785	-6.468805021	-5.637660769	-7.298972393	-7.31981869	-5.785097247	-6.975277705	-7.228367222	-7.409967325
Grid1	-3.462648327	-3.657672953	-4.834313189	-6.377052408	-5.505148069	-6.759699739	-5.940394913	-5.223359709	-4.899167806	-3.996137876
Grid2ip	-7.194775783					-6.095039591	-6.989670018			
Grik3	-8.045514573	-7.632414372	-7.073498738	-8.115536336	-7.5433543	-8.052162325	-7.541943635		-7.513198236	-8.173918121
Grik4	-6.909004922	-6.289206871		-7.299927963	-6.620146612	-6.416729471	-5.516979198	-6.038656451	-7.144415875	-6.167266393
Grik5	0.185791925	0.073149952	-0.297144002	-1.158482435	-0.348259491	-1.163336398	-1.993607502	-1.562151912	-0.637423614	0.289758477
Grin2b	-7.911362913							-7.87784028		-8.039926102
Grin2c	-5.91029004	-7.110643881	-6.154161304	-6.144381506	-6.603639196	-5.785618991	-6.10597374	-7.373374048	-5.566095565	-7.096481106
Grin2d	-5.707718049	-6.320442644	-6.417292599	-5.921838481	-5.513607069	-5.68479879	-5.850931927	-6.659771881	-6.8290217	-6.651939402
Grin3b	-5.350002583	-5.443698608	-6.540727734	-5.389445439	-5.29941698	-4.935647081	-5.13856643	-4.370793047	-4.295859533	-4.216757073
Grina	5.731623979	5.709390971	6.208634144	6.931736594	6.640704931	6.409190788	6.256682655	6.164986508	5.787177426	5.883332505
Grip1	-6.991744038	-7.808626284	-6.884728733	-5.501809516	-6.786255706	-4.895434832	-6.158956587	-5.548355949	-6.39338596	
Grip2	-6.506629585	-6.970342658	-7.407601869		-7.260545334	-5.956709583	-7.139652136	-6.903688714	-7.286884624	-7.562833656
Gripap1	1.510574561	1.579123124	2.027793049	2.012081061	1.809889486	1.802730778	2.010865584	1.818968764	1.576819177	1.647995135
Grk1	-6.425738878	-6.075357023	-5.205458305	-5.622945465	-5.339987273	-5.916526837	-6.588477219	-5.816232561	-6.725649811	-6.383651911
Grk4	-3.203672496	-3.426373999	-3.944365083	-3.350815737	-3.741807887	-3.550151492	-3.558654832	-3.996909751	-3.296405336	-3.161273456
Grk5	1.248643231	0.215099356	-0.629878972	-0.10074005	1.285087256	-0.485621695	0.353655636	0.997953015	1.358998113	2.109958494
Grk6	1.47592293	1.652615802	1.600605797	2.286677355	2.130552388	2.649805916	2.830060579	2.17305041	1.929481089	1.792683516
Grlf1	2.822767169	3.094388269	2.411575159	3.054382924	3.513723105	3.443218167	3.3652524	3.472867039	3.593097082	3.534410926
Grm3	-6.359740101						-6.223052794			
Grm8	-3.611936518	-3.612563579	-3.805409532	-6.245478279	-4.264311042	-4.157780419	-3.829921816	-3.085764564	-2.290461005	-1.657144978
Grn	5.040368867	5.664459203	6.389358154	6.72117908	6.592671964	6.833139683	6.331297751	6.323616977	5.513769872	4.942172057
Grpel1	4.371680614	4.365434007	4.571639641	4.737449988	4.586674844	4.803878366	4.624949349	4.763512079	4.380876041	4.451546289
Grpel2	2.784026675	2.787579096	2.886156479	3.800174691	2.880409729	2.828200749	3.081637685	2.704130363	2.539840886	2.587049908
Grrp1	-4.231820316	-3.892438036	-2.263289004	-3.893202153	-4.070640182	-4.627076682	-4.731910463	-4.496417271	-5.169813129	-5.121805541
Grsf1	4.69098492	4.603790503	4.186578891	4.764318506	4.553793163	4.966239595	4.661092651	4.644498327	4.810232959	4.839170667
Grtp1	1.993866397	1.845481002	1.354999713	1.522924501	1.7677136	1.963122391	2.42451627	2.001042591	1.91102714	1.982043653
Grwd1	1.24750246	1.52174324	2.520774101	2.64540592	2.089047367	2.844210637	2.338783993	2.166926264	1.510217329	1.420207285
Gsdmd	3.715895857	3.439519733	3.238807784	3.640618864	4.074066836	3.713501197	4.031942323	4.398050622	3.912259786	3.627851447
Gse1	0.161692488	-0.305350232	-0.97527495	1.098074954	0.928474749	1.061053754	0.321790946	0.608434826	0.822799437	0.704337838
Gsg1	-5.069343936	-5.028788236	-5.472462276		-5.566317701	-5.280069735	-5.050506375			
Gsg1l	-4.922478516	-5.696126845	-6.188129351	-6.233710884	-6.038799798	-5.399691484	-6.679690699	-6.220402182	-5.726209615	-5.577333537
Gsg2	-3.661922035	-5.60051597	-4.935582831	-4.171264616	-3.853944466	0.653350196	1.341690473	0.365823034	-1.981366845	-3.868233721
Gsk3a	3.823935149	3.959109217	4.006598882	4.422420568	4.061572022	4.316148886	4.274924484	3.861671282	3.806758106	3.839561273
Gsk3b	1.25879618	1.508132948	1.537953036	1.834254332	1.745468217	1.808654336	1.756281084	2.049895848	1.983797225	1.752772737
Gsn	2.654202404	2.063034024	1.776417457	1.413967638	1.321442849	1.050766709	1.220188656	0.905204685	1.130433149	1.42028851
Gspt1	3.595337696	3.770629195	4.008371242	4.209863456	3.987065981	4.149009116	4.237147297	4.269847749	3.96442112	3.995396016
Gspt2	-3.367616251	-3.444663429	-1.175416809	-1.58612387	-2.221003342	-2.355533906	-2.607425618	-1.941249881	-3.097459196	-5.025017237
Gsr	4.353795517	4.266388167	4.315475169	4.530473178	4.597494586	4.915730179	5.128941646	4.896078498	4.382726272	4.412774617
Gss	2.651478682	2.716753997	2.574598995	3.336886134	3.451827888	4.247356692	4.288684595	3.999155099	3.033320439	2.837554943
Gsta1	1.875132492	2.08709207	0.835514121	0.442924116	-1.693786589	2.039008907	3.179677086	6.254172092	3.772230816	2.393594268
Gsta2	4.148841536	4.225244099	3.348229478	2.423234625	0.055227703	2.455007979	2.963386692	4.962217343	5.08044308	4.404904886
Gsta3	9.959947122	9.694897096	9.005190043	7.211613626	8.33833089	8.634035193	8.976114437	9.555608083	9.75271225	9.576231789
Gsta4	5.798275279	5.617621416	4.929370247	4.255136787	3.134737011	5.262076517	5.537047419	6.550805908	6.14027064	5.831584954
Gstcd	-0.451693187	-0.638976113	-0.502388314	0.41328334	0.308988999	0.793879752	1.352708281	0.688609207	-0.009358017	-0.098924072
Gstk1	6.437484824	6.163347873	5.900468629	5.475245848	5.75233428	5.995478102	6.037231716	6.125127584	6.258139273	6.262221918
Gstm1	9.969541773	9.647125305	9.274610407	8.72194549	8.553500713	9.090731739	9.224633973	9.851789794	9.595247983	9.731176502
Gstm2	5.58808548	4.959410285	4.76521862	4.446753222	5.789413917	6.298205928	6.42254881	6.738959926	5.763957608	5.20432387
Gstm2-ps1	1.048019359	1.163879096	1.080245286	-0.132253998	0.232513186	0.540293156	1.003178334	1.934783041	0.596178138	1.760308134
Gstm3	6.237563044	6.039386788	5.712684608	4.859527799	4.951389741	6.524292743	7.318055413	8.393776286	6.981976844	6.126442462
Gstm4	4.912866057	4.594023937	3.939800047	3.371235745	4.548276334	4.135546097	4.903710183	5.360491807	4.945602276	5.055747263
Gstm5	2.376098186	2.040708266	1.511334319	1.472458135	2.107276868	2.377187592	2.385470783	2.497232549	2.156874429	1.856633272
Gstm6	5.575483882	4.843294047	4.470103309	3.794063222	3.86324083	3.662943913	4.013597499	4.474907619	5.142156217	5.272286488
Gstm7	5.196941763	4.746638741	4.329756675	3.481122035	3.972062432	3.859038319	4.220177032	4.931978809	4.952169748	4.88697468
Gsto1	5.234711526	5.030915623	4.685319198	4.183504934	4.158309044	4.595523651	4.39426329	4.748911144	5.042494674	4.968317869
Gsto2	-3.850357565	-4.211570132	-4.680057523	-4.115258426	-4.381349961	-4.7037233	-4.661322643	-4.712828696	-4.022889496	-4.032862837
Gstp1	10.71528347	10.8990505	10.36936966	9.781324189	9.811792708	9.853615423	9.718892822	10.48263554	9.932866163	10.85575715
Gstp2	9.850916395	9.93337241	9.372121762	8.804563061	8.82781387	8.873238973	8.768963359	9.541991032	9.026546925	9.819593036
Gstt1	6.925680237	6.570025848	6.109089864	5.667703993	5.659693303	5.933631516	6.101615642	6.311024317	6.669397149	6.474399863
Gstt2	4.352296091	3.914943227	3.505009252	4.966824932	4.80213374	5.401651663	4.835340638	5.095156557	4.509901808	4.413742343
Gstt3	3.195610133	3.623004236	3.281969096	3.572315223	2.715261661	2.770228195	3.527093802	4.57295079	3.65569466	2.895299374
Gstt4	-4.508519382			-4.949527491			-4.371443449			-5.010063685
Gstz1	8.264221099	8.040970468	7.741312096	7.607559781	7.914623049	7.915219274	7.761965857	8.120964893	8.098849057	8.240823585
Gtdc1	-1.026891499	-1.147586691	-0.722203419	0.018253348	-0.589292112	0.109929292	-0.005412267	0.46403749	-0.711523248	-1.016997665
Gtf2a1	1.740817183	1.485337892	1.319903095	2.126502241	1.561396727	1.647917475	1.621037229	1.36258867	1.680584275	1.925019857
Gtf2a1l	-5.117220604									
Gtf2a2	2.347330601	2.227938933	2.929815953	2.747584826	2.611001461	3.244405713	2.798894772	2.953386404	2.089459095	2.066716541
Gtf2b	3.533182034	4.049457298	4.623194049	4.228227827	3.694509246	3.817483349	4.1223527	3.948958777	3.521862183	3.326948323
Gtf2e1	0.296282255	1.295613734	0.946310473	1.48302284	1.276906695	1.224034292	1.451007532	1.211717504	0.865423406	0.648679974
Gtf2e2	1.909478618	1.693907326	1.821346152	2.429219572	2.502870806	2.732216674	2.82983689	2.885250346	2.037077504	1.821685618
Gtf2f1	3.112815441	2.882882206	3.452325344	3.997131119	3.440246896	3.838779941	3.998266426	3.686580699	3.037151353	3.020974709
Gtf2f2	2.146793564	1.886166671	2.44503026	2.490897758	2.369460462	2.551821519	2.662177033	2.497443499	1.824675125	1.819634595
Gtf2h1	2.494456035	2.47705886	2.909898315	3.153704312	2.809315828	3.064746352	3.183384182	3.0822421	2.725658506	2.670237507
Gtf2h2	0.824394296	0.491373364	0.18161933	0.910166886	0.857498718	0.68742651	1.209355212	1.159645337	1.040235271	1.079028891
Gtf2h3	1.249694777	1.003088816	1.722905964	1.601670484	1.602804847	1.426983371	1.673322497	1.73030577	1.4810448	1.500592
Gtf2h4	1.374015836	1.156206868	1.220321685	1.522699892	1.382103907	1.353194066	1.49537796	1.274076874	1.339781675	1.438257351
Gtf2h5	2.451464194	2.040711965	1.741390495	2.091038371	2.186529644	2.335351644	2.445732417	2.321814484	2.110565393	2.178165796
Gtf2i	3.092944297	3.09008597	2.193402632	3.134522428	3.612603126	3.529758125	3.285952073	3.36306651	3.501632398	3.386138397
Gtf2ird1	1.7201389	1.83318839	1.078067771	2.440541746	2.311145765	2.040442938	2.054990887	1.930161169	2.277455189	2.301091422
Gtf2ird2	-0.952886602	-0.320324551	-1.044422201	-1.080437489	-0.378285325	-0.250797306	-0.440542789	-0.911420841	-0.80666859	-0.765198674
Gtf3a	1.568864546	1.235616742	0.346695118	0.427962696	1.232429076	1.286476327	1.445518571	1.663181215	1.163139512	1.379007866
Gtf3c1	2.349940912	2.536623157	2.933969146	3.201387695	3.073648931	3.214807179	3.378765941	3.200721085	2.833628911	2.668671623
Gtf3c2	2.223034253	2.388189439	2.261862188	2.521730317	2.479792177	2.878394089	2.785840094	2.417355635	2.43262008	2.503047339
Gtf3c3	1.088184236	1.331426112	1.666510126	1.83106964	1.706670782	1.64932935	1.64598235	1.889462219	1.812063344	1.818004841
Gtf3c4	1.067756136	1.130307399	1.18835102	1.873201479	1.763130073	1.960227959	2.076550761	1.908393419	1.709635342	1.462703657
Gtf3c5	0.372487145	0.146405218	0.224411164	0.804996819	0.337383273	0.999187019	1.098038289	0.779475911	0.671793675	0.749389317
Gtf3c6	3.586423757	3.055499653	2.953483314	3.604797557	3.891071113	3.495079741	3.839054675	3.725509694	3.177846376	3.244976933
Gtl3	3.725264011	2.918587501	1.480758908	2.720036631	2.745171763	3.154354255	3.175187828	3.181499626	3.508134595	3.563432194
Gtpbp1	1.677664891	1.879687806	1.619949877	1.93358561	2.017280196	2.061941616	2.169069905	2.042854305	1.842244093	1.905312232
Gtpbp10	1.496342461	1.412590182	1.411661903	1.718765876	1.596304474	1.586782552	1.81438393	1.572375314	1.526416209	1.516143243
Gtpbp2	1.850657636	1.9054908	1.32151852	2.255629682	1.868597211	1.917606711	2.410547121	2.290274872	2.201582741	2.013767186
Gtpbp3	0.582692216	0.028722793	0.519960869	1.137396359	0.86779985	1.044130424	1.092750862	1.449893566	1.035053423	0.911170379
Gtpbp4	2.846023516	3.247658189	3.732589197	3.641374694	3.355940203	3.864546924	3.499007309	3.492370193	2.880794657	2.972462235
Gtpbp5	0.916940934	0.764523107	0.5756439	1.049405225	0.93736379	0.667234589	0.950633649	0.926100706	0.794828217	0.888698499
Gtpbp6	1.318350907	1.241339957	1.445078587	1.592334276	1.043082031	1.205888369	1.107448582	1.074415813	0.701848356	1.009991344
Gtpbp8	1.460674552	0.907184261	1.020525861	1.502697706	1.314352956	1.241280267	1.591839262	1.494836841	1.777771115	1.590163348
Gtse1	-3.852337432	-1.641313191	-3.392872808	-2.894015173	-2.352772513	1.689352833	2.884200415	1.921109593	-0.74021678	-2.732466173
Guca1a	0.388086131	-0.318082936	-1.325713483	-0.978880275	-0.456596039	-0.25878567	0.518044851	0.827674685	0.303902092	-0.200336206
Guca1b	-3.805660526	-4.29211179	-2.290945666	-3.98347783	-4.043245689	-4.853592008	-3.977986158	-4.094675268	-4.339214779	-4.412742743
Guca2a	-4.145402896			-3.994833943					-3.8383877	
Gucy1a2	-4.59967594	-4.587984604	-5.981078085	-5.412967563	-4.142596755	-4.157273563	-3.732710796	-3.760529615	-3.278584305	-4.10474841
Gucy1a3	0.159147554	-0.541951983	-0.878292373	-0.678970871	0.116930442	0.098643685	0.184153952	0.356044242	0.401749162	0.158891961
Gucy1b3	0.064723057	-0.252361948	-0.946335669	-0.435388395	0.371835239	0.314450595	0.258023882	0.464313763	0.365234529	0.062578423
Gucy2c	-4.934555633	-5.497427268	-1.820990166	-0.179798607	-1.224373713	-0.462217127	-0.373381884	-0.511619746	-2.309622985	-3.931294871
Gucy2g	-6.753432975	-6.29261677				-6.383122098	-5.845955934	-5.452164848	-5.443540653	-6.776743663
Guf1	0.518620016	0.405216373	0.316368715	0.447118896	0.59202942	0.64442259	0.64139737	0.936433655	0.72848461	0.55119289
Guk1	3.378117195	3.35328908	3.260743129	3.740052612	3.901616362	3.764238288	3.593304442	3.101489498	3.214533837	3.31000844
Gulo	7.24089317	7.14722035	6.690758356	6.287736326	7.105692401	7.442032796	7.337434664	6.798782091	7.340097023	7.159529147
Gulp1	-3.417426193	-3.724849723	-5.019642081	-4.896066512	-4.581849918	-4.216170202	-4.531230969	-3.872521913	-3.164439304	-4.146872917
Gusb	1.935494911	2.320729486	1.900665773	2.186365158	2.270204461	2.751586415	2.726181872	2.944353457	2.559954198	2.099247694
Gvin1	0.053550259	0.108145222	0.928678197	0.681449579	-0.199446837	-0.406856848	0.43039119	0.959165327	1.785431229	1.788682177
Gxylt1	0.638384398	0.629753461	0.49137596	1.233805587	1.080326733	1.399322499	1.503262865	1.116294806	1.039876775	1.014882913
Gxylt2	-5.840020302				-6.336130493	-4.832106489	-5.158623313	-6.092134407		-6.189703082
Gyg	0.793151605	0.275025376	0.185644111	1.755825148	1.086845727	1.68012015	1.532591682	1.748441572	1.295891944	1.067455309
Gyk	3.377241958	3.508658894	3.442354342	4.703083035	4.29196322	4.825531693	3.745370858	3.709410682	3.644634901	3.279011128
Gyltl1b	-3.978977535	-4.336810281	-4.550271167	-3.474962011	-3.341622662	-3.177057056	-3.703561884	-3.178791581	-2.977211557	-4.123121429
Gypa	-5.903395901	-5.68600863		-5.347786822	-5.625714771	-5.117241854	-5.69893666	-5.202858823	-3.459274573	
Gypc	1.275270563	0.87675379	0.026952892	0.267979788	1.136338757	1.677754959	2.292485296	2.772641981	1.808844086	1.204196307
Gys1	-1.447165976	-1.938239388	-2.495873606	-1.159298047	-1.401420792	-0.853377727	-0.735612713	-0.518846424	-1.060523538	-1.594660084
Gys2	5.12654126	5.492141397	5.236102327	5.680594242	4.919641512	6.725393449	4.70718381	5.06350084	5.010761978	5.001741135
Gzf1	2.959862933	2.814203011	2.17112981	3.167714952	3.275115718	3.291614122	3.725091708	3.632441245	3.332190408	3.086200546
Gzma	-1.803204652	-2.193148467	-3.462962292	-4.33478968	-4.131382242	-3.922371799	-3.529127429	-3.301200441	-3.333265938	-3.309542577
Gzmb	-2.49518408	-2.983807729	-3.92637471	-4.007492548	-4.186507461	-3.773050504	-3.77632015	-3.867046295	-3.41291891	-3.026787074
Gzmc	-4.426062722	-4.754256088	-4.820260297	-4.647135446		-4.533772382		-4.547443287		
Gzmk	-5.50900144			-4.953061205						-5.499128035
Gzmm	-4.076886738	-4.035679932	-3.390584083	-4.405091228	-4.103475867	-4.807251153	-2.882326871	-4.144001277	-3.843326554	-3.796826222
H13	3.605182481	3.43807056	3.258587886	3.517013775	3.777513112	3.688351716	3.761616233	3.657665257	3.456535706	3.417364782
H1fx	-3.665357569	-3.66057972	-3.777313068	-4.143219169	-3.874836437	-0.955774954	0.126513275	-0.28494893	-2.013209848	-3.692606045
H2-Aa	2.710348064	2.047789342	1.74911909	0.891688259	0.770274088	0.297837578	0.795667635	0.520210849	2.125745579	2.186104013
H2-Ab1	2.803157527	2.105315746	2.003969911	0.841878418	0.738863487	0.664875164	0.939973429	0.915343098	2.166642471	2.334788719
H2afj	3.143138658	2.346413956	2.424268747	2.050622016	2.388580714	2.568779718	2.21541456	2.295257653	1.640264318	2.584127074
