GeneName	0h	1h	4h	10h	20h	36h	48h	72h	168h	4w
Marchf1	-3.729937796	-4.408148124	-3.426369577	-4.247621175	-4.715639238	-4.312778784	-3.379299694	-3.856588086	-3.146319238	-3.501746642
Marchf2	2.631479044	2.619623118	2.494690993	2.318944831	2.584018869	2.723390888	2.840072841	2.339044464	2.710203174	2.615450574
Marchf3	-3.301498617	-3.854517225	-1.941442798	-2.615267296	-3.339639957	-2.789459576	-2.605549629	-2.619732498	-3.123280084	-3.129683838
Marchf5	4.547744556	4.518386244	4.770457714	5.026367792	4.918776893	5.125341694	4.921070352	4.871626693	4.512717533	4.606280009
Marchf6	4.097565262	4.554917273	4.701672894	4.570562069	4.847227599	4.422941779	4.477666332	4.395333265	4.617940767	4.49189543
Marchf7	0.931159529	0.934032409	0.802864977	1.157049709	1.024187128	0.91399695	1.223732976	1.194086243	1.102533402	1.161859309
Marchf8	3.380441985	3.461763841	2.66711117	3.148195292	3.59487833	3.609349268	3.544986281	3.20358016	3.719328981	3.711714847
Marchf9	-3.253545561	-4.007493734	-5.047022997	-2.220074913	-2.743141097	-1.805580358	-2.629581146	-2.191879939	-2.47322546	-3.514266787
Septin1	-1.653953777	-2.442972161	-2.7784248	-3.116973959	-2.713867955	-3.081066352	-2.535626133	-2.725112888	-2.090032737	-1.586388445
Septin2	3.583466567	3.454787423	3.574495243	3.893638083	3.841147144	3.973219113	4.295521646	4.214364192	3.972839135	3.742800044
Septin3	-6.038072115	-6.573087742	-4.661475673	-5.501234231	-6.039368953	-6.51365981	-5.846946417	-5.95668513	-5.900064993	
Septin4	1.093174122	0.284667177	-1.018182985	-0.899043992	0.469594149	0.282253133	0.484173032	0.701455736	0.829245712	0.828448929
Septin5	-1.383064806	-1.999996486	-2.42333814	-0.53186698	0.629036427	0.424678678	0.58132697	0.157979553	-1.137333178	-1.405849916
Septin6	-3.530405429	-4.345508541	-4.540709416	-5.075998002	-4.750503517	-4.074316254	-2.923434907	-3.057931319	-3.940841921	-4.347237112
Septin7	3.353410172	3.206720913	3.243588323	3.772928509	3.556627661	3.774838737	4.270157792	4.190245856	3.706127628	3.339978671
Septin8	-0.945968814	-1.279397964	-1.60024676	-1.219456531	-0.901288552	-0.730629315	-0.520783122	-0.59121862	-0.828877735	-1.109452522
Septin9	2.63661725	2.540815438	1.644721398	2.492809987	2.777889756	2.318652903	2.694792246	3.054231459	3.434347288	3.276739257
Septin10	1.842613005	1.635236999	2.241301962	1.847504467	2.022829129	2.232241178	2.939059251	2.688833344	2.431903106	2.249863602
Septin11	0.789932911	0.866598731	0.727303538	2.174772662	2.167943056	1.903752734	2.552295919	2.247930675	2.044298655	1.414427673
Sep15	6.106333116	5.883061923	5.677074836	5.772639932	6.336463677	6.397178235	6.589763293	6.426241825	6.165157586	5.947950963
0610007C21Rik	4.473195541	4.274834642	3.85205434	3.859271351	4.235394688	4.150449429	4.09895972	4.094988362	4.26939679	4.247676633
0610007L01Rik	3.646693895	3.82974426	4.138090136	4.375392672	4.389526957	4.590915516	4.804673558	4.660342146	4.11827714	3.81654641
0610007P08Rik	0.295258459	0.266636711	0.539732448	0.777206156	0.859857492	0.72791091	1.049657045	1.004221578	0.722706149	0.511701968
0610007P14Rik	4.051958975	3.183339532	2.433216652	3.265856164	3.759636563	4.019994855	3.700302755	3.813211311	3.635377075	3.392259728
0610007P22Rik	2.912835716	2.486365821	2.638856173	2.968834944	2.601351449	2.817537784	2.581059998	2.589185357	2.442000202	2.50113809
0610009B22Rik	3.88064939	3.555657456	3.136997933	3.778612436	3.774825024	3.69850019	4.173392467	3.694038546	3.886677638	3.653068708
0610009D07Rik	4.292362107	3.888100672	4.129925967	4.087328138	4.011702576	4.053844102	4.148411689	3.880045033	3.862627521	4.033089982
0610009L18Rik	-1.15788828	-2.254809347	-2.89311066	-1.285302989	-1.99305786	-2.034938387	-2.496533278	-2.367028621	-2.066020738	-2.123789078
0610009O20Rik	3.168390673	2.847162605	2.93385109	3.356577583	3.318458592	3.434638116	3.904875188	3.78395946	3.531993144	3.2970823
0610010F05Rik	0.831197097	1.122041845	1.428676561	2.095082437	1.566907434	2.100453231	1.926404108	1.777125681	1.312205155	1.288641767
0610010K14Rik	-3.207622797	-3.072667794	-3.369577957	-2.686493247	-2.779414728	-3.300906879	-3.731029103	-3.356723292	-3.487650457	-2.870063681
0610010O12Rik	1.114588658	0.83410446	0.643944365	1.139948436	0.896226193	0.904453677	0.932681181	0.901563177	0.949478333	0.108081253
0610011F06Rik	6.25495451	6.041471975	5.707875297	5.339323054	5.428078482	5.550063302	5.632371632	5.48425597	5.761193555	6.010191052
0610011L14Rik	1.929376763	2.03738197	2.136505541	2.110723317	2.10123671	2.06889595	2.387492971	2.024403831	2.185289622	2.178155318
0610012H03Rik	3.125504964	2.878917317	3.306858742	3.773890317	3.76908458	3.489510509	3.52709502	3.602159889	3.892274517	3.621919697
0610030E20Rik	2.649740577	2.193737319	2.030311022	2.571629123	2.610243549	1.948661546	2.502639723	2.53353194	2.802828665	2.842369758
0610031J06Rik	2.787474217	2.70895815	2.660962296	2.727704729	2.955212884	2.981237406	3.086693433	2.905191403	2.801724375	2.716642356
0610037L13Rik	1.351671555	1.002191173	0.882755095	1.05401234	1.236354478	1.190731022	1.275389295	1.182457678	0.950836944	1.078510451
0610037P05Rik	2.870950231	2.622050787	2.262772073	2.832347954	2.959179488	3.169964712	3.967241287	3.59711092	3.171094409	2.985538259
0610039K10Rik	-3.406812804	-3.68574174	-4.842139348	-3.651717441	-3.281020979	-4.340584697	-4.267056903	-4.545198031	-4.603882067	
0610040J01Rik	3.419707543	3.434949706	3.205617326	3.313389183	3.372783184	3.703573181	3.360259229	3.436126757	3.445860843	3.498934005
0910001L09Rik	4.545630328	4.081891607	3.694487436	3.647841169	4.094282654	4.107033024	4.230974573	4.059855281	4.038934612	4.025634433
1100001G20Rik	8.934403566	8.762280153	8.896179381	8.859811465	9.345826919	9.53352658	9.588380682	9.456589791	9.156907952	8.87818
1110001A16Rik	2.745202207	1.89604668	1.473087802	1.60195221	2.185558349	2.094349146	2.521160244	2.404092734	2.464511665	2.321853844
1110001J03Rik	4.543169533	4.127205318	3.92933536	3.426447985	3.637129242	3.829869965	3.857582366	4.011552687	4.046007071	4.339877079
1110002B05Rik	4.739326197	4.516655498	3.969361874	4.093402296	4.373640975	4.879951035	5.052017565	5.151681095	5.111339509	4.483397441
1110002L01Rik	0.018040723	-0.186590874	-0.721534139	0.6157501	0.573136862	0.137566365	0.495125632	0.246473731	0.332362002	0.431016539
1110002N22Rik	2.283094194	2.019704923	2.418066804	2.493824083	2.122823525	2.219130707	2.284649538	2.59145852	2.316582692	2.257444457
1110003E01Rik	3.001573325	2.901149878	2.64990428	3.168781026	3.045854321	2.873362336	3.134831603	2.924350233	3.229834354	3.126038038
1110004E09Rik	2.781744169	2.35945402	2.434117108	2.751642878	2.687338005	2.811177761	3.117614639	2.833359447	2.362589606	2.414371939
1110004F10Rik	4.406917108	4.289553168	4.387089633	4.674238394	4.451059478	4.584009835	4.680465632	4.528294694	4.428448603	4.188796443
1110005A03Rik	2.148433563	1.911983824	1.810875397	1.815099733	2.117131921	1.933247057	2.181770419	2.012713127	2.017794372	2.002898814
1110006G14Rik	-0.193190397	-1.509201994	-2.528731977	-0.300439723	-0.309075624	-0.70640009	-0.852187288	-0.595805048	-0.709221045	0.104418839
1110007C09Rik	2.111261483	1.752174197	1.472813676	2.125258429	2.002194914	2.549113758	2.283594148	1.944884668	1.808317174	1.964833814
1110008F13Rik	4.278695571	4.377967667	4.217846168	4.482051932	4.646681046	4.82506701	4.703739801	4.528355042	4.321227166	4.276256105
1110008J03Rik	-0.323916046	-1.078649958	-2.194273267	-0.72207691	-0.340521456	-0.730807352	-0.053296931	0.024500465	-0.230633883	-0.449896947
1110008L16Rik	1.527735472	1.562026774	1.485513975	1.775728372	1.591754245	1.407571974	1.761551565	1.415291747	1.715584966	1.772630536
1110008P14Rik	1.790274801	1.62493643	1.385243129	1.569274449	2.337512747	2.401651445	2.270679858	2.360785782	1.959724572	1.623830545
1110012J17Rik	-4.567160858	-5.385814427	-4.707148684	-4.442304188	-4.962226633	-4.905963716	-4.966405488	-5.161547597	-4.740883131	-6.106766781
1110012L19Rik	2.955739186	2.409233147	1.725644014	2.295911154	2.419594782	2.294133842	2.569109474	2.483908278	2.760682219	2.760472284
1110014N23Rik	0.947243612	0.981359503	0.843065294	1.003424823	0.974330833	0.893815284	1.09515914	0.853816276	1.033647364	1.001235424
1110017D15Rik	-5.348105924	-5.324264047		-5.317908526	-5.068554508		-5.244216126		-5.182404737	
1110017F19Rik	-1.032247439	-1.771647862	-3.046537676	-2.246632962	-2.916850476	-2.051076745	-1.402614759	-1.059072069	-0.913614707	-1.288879312
1110018G07Rik	2.309816888	2.530190907	3.138124058	3.011971504	3.064958163	2.406509106	2.583603197	2.392072219	2.878007906	2.962243712
1110018J18Rik	4.521967736	4.371316913	3.878246257	3.567477192	3.97967811	3.769413523	4.259519676	3.896718691	4.407669328	4.309937904
1110020G09Rik	5.224782986	5.295147541	4.386612965	4.200252499	5.182926703	5.074466131	5.309988175	5.304833035	5.567664607	5.434540324
1110021J02Rik	-0.025897714	-0.564038739	-0.437963198	0.511307317	0.705244509	0.596851581	0.665384351	0.270612692	-0.095093226	-0.10655262
1110021L09Rik	-0.009581603	-0.878008041	-0.956696561	0.125614599	-0.011119461	-0.295076744	0.327600306	0.317535887	0.139978277	0.217829098
1110028C15Rik	0.425337619	0.0625304	-1.32236928	-0.69660195	-0.109720095	-0.336007575	0.755640269	0.241400457	0.685014749	0.533607011
1110031I02Rik	1.918944922	1.459925311	1.115201104	1.278942802	1.711055395	1.89863843	1.814758794	1.768404282	1.507346729	1.649306279
1110032A03Rik	2.196893036	1.715865361	1.329716304	1.555607786	1.997563986	1.638424622	1.649685985	1.7143427	1.824252586	1.934750321
1110032A04Rik	-4.837592345	-5.434807409			-5.439887293		-5.297279886	-4.454515584	-4.925149729	
1110032F04Rik	-5.654752334						-5.766294067			
1110034A24Rik	-0.272776398	-0.452177237	-0.991361286	-0.202965227	-0.012624868	1.438632302	0.825804474	0.12183924	-0.149862615	-0.250018355
1110034B05Rik	1.381341361	0.756895986	0.33071791	0.905738424	0.667164313	0.599582642	0.897221245	0.930517725	0.930463001	1.257484578
1110034G24Rik	0.664584323	0.612905064	-0.038487568	0.585100496	0.253824152	0.032246798	-0.207929744	-0.205780875	0.03998855	0.08160381
1110037F02Rik	1.174420442	1.326798343	1.628328184	1.721942865	1.657464258	1.620965652	1.977174057	1.833359927	1.687745993	1.600553101
1110038D17Rik	4.204424278	4.181709817	3.32459365	3.995253416	3.978229548	3.517594574	4.209310716	4.055748583	4.124867615	3.998068294
1110038F14Rik	2.096456969	1.54215076	1.926177547	2.079796626	1.957552817	2.053590614	2.263305274	2.206054649	1.921238263	1.756729182
1110049F12Rik	2.798731892	1.954725843	1.454073319	2.294376083	2.65255505	2.510137793	2.750145479	2.076031051	2.510829062	2.738309059
1110051M20Rik	-2.748433491	-3.034208247	-3.127046243	-3.202935096	-2.668125829	-2.598232241	-3.005189806	-2.451061562	-3.449962883	-2.922478054
1110054O05Rik	-0.897150042	-1.087174765	-0.992255392	-0.550268399	-0.66873754	0.341484682	-0.210930873	-0.222222148	-0.616575546	-0.475948129
1110057K04Rik	3.611409808	3.340489503	3.106603091	3.896350807	3.677078991	3.386607072	3.882914034	3.893934275	4.00406771	3.958822856
1110058L19Rik	3.526807893	3.124650624	2.81716088	3.197751711	3.387749851	3.416347135	3.745937573	3.533428738	3.296069078	3.375994275
1110059E24Rik	3.073280565	3.11033298	3.335891277	3.278375326	3.239732547	3.531823939	3.587084362	3.461157043	3.332623736	3.060547383
1110059G10Rik	1.145038755	0.905312362	1.076646695	0.911855313	0.860681448	0.761606505	1.061599837	0.831289062	0.91440837	1.133025204
1110065P20Rik	3.222479023	2.883541284	1.965102695	3.384434476	3.741109391	3.312438362	3.514566774	3.230453323	2.981445562	3.068867595
1110067D22Rik	2.748491719	2.356978475	1.724637288	1.018366548	3.288105261	1.399283109	3.012302463	2.981413339	3.243907247	2.737174529
1190002H23Rik	-3.430285139	-3.288606637	-4.429685616	-4.222475967	-3.970966326	-4.443590542		-4.927189408	-4.465848993	
1190002N15Rik	2.773981912	2.241513766	2.061464055	3.366216637	3.212447157	3.540660634	3.150053547	2.913571377	3.186539117	2.888123493
1190003J15Rik	6.888031757	6.48510201	6.36506139	6.384614179	6.514236442	6.524236139	6.317838625	6.758185663	6.51906168	6.560497441
1190005F20Rik	2.460712888	1.903474823	2.223474383	2.665148303	2.572571722	2.832686072	2.939501482	2.85799222	2.485437452	2.253100645
1190005I06Rik	1.675926776	0.932209684	-0.029683567	0.998331305	1.624073568	1.596396927	1.474606168	1.014137003	1.607186395	1.057754555
1190007I07Rik	2.692960439	2.1626931	1.434612143	1.80473304	2.137947977	1.842929359	2.080786835	2.355557389	2.261350057	2.449441443
1200009I06Rik	-2.779689715	-3.835997918	-3.913965032	-2.853498399	-2.528917224	-2.939430125	-2.272838192	-1.865534477	-1.668513702	-2.950355031
1200011I18Rik	1.137496158	1.363085789	1.473766065	1.568319601	1.513511676	1.360283763	1.586870126	1.47861384	1.797314426	1.665521479
1200011M11Rik	1.111025961	1.547465994	1.465212407	1.494732626	1.34446312	1.558989155	1.598366664	1.315221793	1.338503573	1.527879925
1200014J11Rik	0.048053748	-0.146689833	0.076244799	0.541297542	0.379686507	0.744924337	0.73321458	0.585521592	0.420101544	0.254445244
1200016B10Rik	0.07382117	0.074940951	0.227740649	0.544439832	0.302332814	0.487579637	0.665228127	0.485691631	0.368258221	0.225838082
1300001I01Rik	4.92076144	5.203238503	4.95111192	5.093422684	5.466858024	5.258149094	5.414063211	5.571491042	5.298245371	5.386761589
1300002K09Rik	4.163263367	4.277260672	4.47787	3.70618856	4.409835598	3.486717344	4.224325019	4.464799429	4.501486698	4.503829207
1300010F03Rik	3.735005577	4.03154541	4.406785597	4.721894604	4.693323476	4.686958591	4.183305347	4.063268258	4.353819406	4.235282784
1300014I06Rik	4.982414929	3.886967327	3.328770172	4.201861376	4.905326992	4.473530894	4.879116675	5.292206057	5.158146094	4.979091728
1300017J02Rik	6.769384754	6.7899807	6.481425081	6.191875202	6.313710159	6.283368688	6.262982392	6.273411583	6.546714795	6.714062566
1300018I17Rik	1.04288717	1.325533214	-0.025239552	0.662807972	0.832396627	1.06011187	0.967424011	0.636886864	0.912960616	0.92063596
1300018J18Rik	3.905793452	3.659628725	3.085181451	3.404555486	3.42059995	3.310690845	3.277348847	3.324542992	3.681884562	3.933257076
1500001M20Rik	-1.663983115	-2.338313229	-1.922705905	-1.870076861	-2.016708963	-0.449754333	-0.656854669	-1.007154845	-1.731135169	-1.641597767
1500002C15Rik	-3.179638609			-3.438869503	-3.550374319	-3.40972298		-1.24959988		
1500002O20Rik	0.708736378	0.437412611	0.189923849	0.892218767	0.753156721	0.795845232	0.978040464	0.63919661	0.510968939	0.702151626
1500003O03Rik	5.929582599	6.343540411	6.494235119	6.776348479	6.766736703	6.798484203	6.350992222	6.34496891	5.992541467	6.121066194
1500009L16Rik	-4.993263734	-5.051011411	-4.174096474	-4.964920894		-4.737196626	-3.132385976	-5.116431992	-3.028924457	-5.280135915
1500010J02Rik	-0.352715435	-0.775869794	-2.048469226	-0.667598127	-0.399942419	1.331765651	1.312548979	0.782223184	0.087907134	-0.009841103
1500011B03Rik	-2.620957866	-3.172807542	-2.873664334	-1.806595399	-2.036218217	-2.262010141	-2.078894335	-1.629750123	-2.37900123	-3.230057163
1500011B03Rik	-1.959308928	-1.993086217	-2.570944987	-2.216056635	-1.787598773	-1.99859636	-3.285845587	-1.691782458	-1.755074886	-1.527548842
1500011H22Rik	0.301914595	-0.056570275	-0.097323274	0.160369688	-0.36207108	0.957395588	1.460200978	1.160801512	0.268904433	0.22580551
1500012F01Rik	1.516529764	1.126677608	1.19704487	1.136732248	0.567388134	1.387565234	0.853239392	0.74009533	1.057484206	1.113320632
1500015O10Rik	-4.37682352	-4.704027673		-4.816880493	-4.536644486	-4.483534513	-5.126564831		-4.599464805	
1500031L02Rik	0.766590668	0.046921246	-1.405828172	1.052277461	1.129738822	1.06472177	1.379422832	1.13028756	1.086788894	0.993103026
1500032L24Rik	5.400577846	4.85968807	4.422760643	4.47495177	5.137749213	5.145720293	5.280612801	5.312340213	5.07296167	4.887516538
1520402A15Rik	-4.959542765	-5.017464086	-5.611133724	-4.732372196	-4.761871873	-4.714637101	-4.663657078	-4.588656595	-4.270728659	-4.211108382
1600002H07Rik	4.269542606	5.182893145	4.59282986	5.330239308	5.107251833	4.69073463	4.397540695	4.259713484	3.511607221	3.467076022
1600002K03Rik	1.588890072	1.176969076	0.701291414	1.498340945	1.769546929	1.551406426	1.710049171	1.663107578	1.110505504	1.205967791
1600012F09Rik	1.700259984	1.702078828	1.871371467	2.16470049	2.026456937	1.952247796	2.003576349	2.147242527	1.945039112	1.86382447
1600012H06Rik	2.835672947	2.52462808	2.210591781	3.061110715	2.640738551	2.605022078	2.801337146	2.595892102	2.92437426	2.833749987
1600014C10Rik	5.211537939	4.491526139	3.408744869	4.678586276	5.264807469	4.918563181	4.829472995	4.613941663	5.050824027	4.96459703
1600016N20Rik	-0.550557081	-1.802424372	-3.126243769	-1.60988441	-0.812602667	-1.200597605	-1.265509115	0.066151455	-0.550644965	-0.713437179
1600021P15Rik	1.980573053	2.236865337	2.461180515	2.242195308	2.489865716	2.330445789	2.672294197	2.563270201	2.707707124	2.654099502
1600027N09Rik	0.491714939	0.110297533	0.438957041	0.630135142	0.402490017	0.71248615	0.646454106	0.52181333	0.052006422	0.327048516
1600029D21Rik	0.509251389	-0.631365154	-1.431130885	-0.119182677	0.035096144	-0.144791373	-0.239699516	-0.233925576	0.136451112	0.381829069
1600029I14Rik	-5.042661331						-5.319237573			-5.352945256
1600029O15Rik	-9.661331162				-5.538159168	-9.474643773				
1700001C19Rik	2.135926852	1.526214136	0.1767055	-0.588969533	0.115837651	0.169012074	-0.361224019	0.678195133	2.017711317	2.097000845
1700001G17Rik	-3.955015013	-4.306944348	-3.718942341	-3.939288603	-3.75350959	-3.812357615	-4.266441518	-4.63336848	-3.888898007	-3.699231263
1700001J11Rik	-6.206659589	-5.911845432			-6.873355628					
1700001L05Rik	-1.928928226	-0.93865641	-0.801375659	-0.001642008	-0.429329627	0.911182946	0.247005976	0.160411641	-1.083915223	-0.511982072
1700001L19Rik	-5.235282241	-5.536732665			-4.459097045	-5.582537997	-4.601644236	-5.215764266	-4.578800634	-5.878492304
1700001O22Rik	-6.419604454				-6.080630132	-5.88795928	-5.871435404			
1700001P01Rik	-3.775950384	-4.067205365	-3.737345646	-3.274762671	-3.611427094	-3.952450543	-3.596632682		-3.996586022	
1700003E16Rik	-3.24952928	-4.314362571	-4.864609664	-3.792744694	-3.842835497	-3.550956622	-3.843621606	-3.54816632	-3.54723008	-3.032433903
1700003E24Rik	-4.825139346			-4.951858534			-3.609735698	-5.256702467		
1700003F12Rik	-4.440761462	-4.877712682	-3.880582843	-4.803078581	-4.725338814	-4.804095061	-4.703119082	-4.41266292	-4.250087332	
1700003M02Rik	-6.324153509		-6.134332121							
1700007G11Rik	-4.43454443									
1700007I08Rik	-5.006445847			-5.52946984						
1700007K13Rik	-3.588677399	-4.298586742	-3.835650414	-4.257228197	-3.940909619	-4.376403726	-2.690358797	-2.416073027	-3.705807352	-4.72051995
1700008F21Rik	-6.181595857	-7.706966914			-5.793951012	-5.96428114	-6.917863818	-4.745063498	-5.484282385	-6.150846286
1700008O03Rik	-5.539004654	-4.688495961	-4.090443096	-3.80445762	-4.483627748	-3.806410092	-4.872936588	-5.054747036	-5.610702956	-4.692000053
1700009P17Rik	-0.273757112	-0.910662336	-0.373624472	-0.223088434	-0.694230928	-1.067347113	-0.778643536	-0.405576854	-0.53383947	-0.335682073
1700010I14Rik	-0.759230465	-1.400358481	-1.713335224	-2.643091542	-0.849289376	-3.466345151	-1.218613267	-1.060535981	-1.041741238	-1.66705809
1700011E24Rik	-4.817606252						-5.035953031			
1700011H14Rik	-1.163132851	-2.887079084	-3.641354362	-1.900808767	-2.389639716	-2.100133217	-2.416707489	-2.731350376	-2.989104583	-3.578336671
1700011L22Rik	-4.567640594	-4.670445808	-4.88657621	-4.528491775	-4.354800669	-3.808054272		-5.018386282	-4.644221392	
1700012A16Rik	-5.28062398		-6.800051066	-6.199633148	-5.575096544	-6.251484712	-6.379123514	-6.935382964	-6.705784481	
1700012B15Rik	1.182268311	1.177017505	0.984828843	0.720474752	0.824761559	0.714970704	1.152676749	0.81758293	1.062944944	1.060943866
1700012L04Rik	-1.673380453	-1.82844369	-2.895034999	-2.373076022	-2.653166312	-2.637930473	-2.014198273	-2.350738074	-2.041763514	-2.78553248
1700013F07Rik	-5.593761579		-5.455677498	-5.247879292	-5.295010824		-4.999119813			
1700016C15Rik	-4.144022112			-3.099810424	-3.768811882	-2.79897664	-1.594906099	-3.162103311	-4.208724978	
1700016K19Rik	-4.743397534	-4.699647825			-4.643010925					
1700017B05Rik	0.906766815	4.290309438	3.019952992	1.769257653	1.812609712	1.815310427	2.214618786	2.223119989	1.56394335	1.356269113
1700018L24Rik	-4.674835768	-5.00295451	-4.070152707		-4.835618805					
1700019A02Rik	-2.981869191	-3.698123401	-3.246657712	-3.696732301	-3.205567694	-3.962771886	-3.485959942			-4.226266199
1700019B03Rik	-5.504370751	-4.680240995	-5.613263628	-5.405514542	-4.945191856	-4.931261827	-5.432920549			-4.722435841
1700019E19Rik	1.158313762	0.799225326	1.370054264	1.149011796	1.161434831	1.014835293	0.661278807	1.017411991	0.662890031	0.721872
1700019G17Rik	3.396890101	2.946536214	3.981048171	4.540748421	4.20891043	3.820766318	3.614944756	3.933299936	4.4041159	3.883882508
1700019L03Rik	-5.690998099	-5.836461221	-5.7479898	-5.575073187	-5.434233996					
1700019N12Rik	-4.459428513	-3.652009855		-4.59894389	-4.28868846	-3.489118329	-4.381935944	-4.261376331		
1700020C07Rik	-4.395999836	-5.004433738	-4.60338768	-4.804667576	-4.9440825		-5.461206875			
1700020L24Rik	-3.831030161						-4.472053949		-4.585584018	-4.935335843
1700020O03Rik	0.804057597	1.228198471	1.727776067	1.633227309	1.512444034	1.094272532	1.254597371	1.269918479	1.187284564	1.374589924
1700021A07Rik	-3.485053469	-3.112819698		-3.537122452	-3.430890292				-3.502680718	
1700021C14Rik	-1.045282354	-2.002823578	-1.588016011	-1.72056144	-1.197241042	-1.729821709	-1.916814701	-1.654140723	-1.68303136	-2.244566358
1700021F05Rik	3.588924799	2.895958108	3.04541223	3.45014714	3.171429711	3.334926772	3.376229323	3.614737162	3.24728961	3.226587499
1700021K19Rik	0.622627361	0.085223836	-0.001685272	0.863478757	0.845345491	1.00301221	1.074268569	0.955498369	1.110461671	1.025161167
1700022I11Rik	-5.541993353	-5.529694645	-5.605956787	-5.165329784	-5.715701127	-5.502285241	-5.429442288	-6.229156444	-5.980529595	-4.477609501
1700023F06Rik	-5.592770045	-5.255766323					-4.998127468			
1700024B05Rik	-8.74640075			-9.063212226						
1700024N20Rik	-1.496537312	-1.718962067	-2.660243743	-2.939201064	-2.791939385	-2.481605722	-3.1412471	-3.0263948	-1.756759798	-1.616892139
1700024P16Rik	0.928636515	0.748258767	1.382603446	2.011055812	1.691907572	2.452767701	2.101481587	2.677927878	1.78119033	1.460805613
1700025E21Rik	-4.603443752	-5.704539646	-5.77045878	-4.610393694	-5.470252497	-4.736188209	-5.011656962	-4.715383875		
1700025G04Rik	-2.224823294	-2.363043438	-2.710218777	-3.243023116	-2.187338338	-2.297622384	-2.320571824	-2.326760007	-2.149914789	-2.477658913
1700025K23Rik	-3.24789268	-4.863123231	-4.69932294	-4.059659413	-3.596337837	-3.325479049	-2.740791873	-3.163071529	-2.858063757	-4.474042757
1700026D08Rik	-6.050017656				-6.313175778					
1700026J04Rik	-5.213693123	-5.594392223	-6.129340835	-5.814100092	-5.862714063	-5.526608093	-5.720207242	-5.932124649	-5.847313902	-5.657943814
1700026L06Rik	-4.343768765					-4.367057669	-4.418495965	-4.197222251	-3.400333184	
1700027D21Rik	-4.977200687	-4.569446567	-5.327387492	-5.046892585	-4.721623911	-4.704525178	-5.012969007	-4.860822791	-4.661703557	-5.438809405
1700028I16Rik	-4.696723161	-4.980241573		-4.550104443		-4.930587566	-4.518558696	-4.929783428	-4.656693041	
1700028J19Rik	-3.049927288	-3.400803067	-4.5358055	-3.240324467	-3.598165499	-3.191370244	-2.686905265	-1.707376058	-2.633320231	-2.689084268
1700028K03Rik	-7.499727131	-7.135554802	-7.236599351	-6.728956908	-7.42170573	-7.024982422	-7.524168546	-7.687582877	-7.30075382	-5.339809694
1700029F09Rik	0.451064399	0.327441623	-0.236819749	0.660499661	0.605632848	1.420604694	1.729801639	0.963071144	0.061173382	0.07710026
1700029G01Rik	-2.334223777	-2.254407273	-3.512173924	-2.798568751	-2.667738337	-1.50587591	-2.297358989	-3.029110496	-2.369313833	-2.492466087
1700029I15Rik	-0.857839789	-0.55782727	-0.2040588	-0.38141093	-0.910239464	-1.646597897	-1.200852946	-1.404689541	-0.941870665	-1.020144523
1700029J07Rik	-2.305755064	-3.33523485	-2.803485709	-2.626169731	-2.66616556	-3.46500077	-3.937458041	-3.771714664	-2.973843245	-2.540157574
1700029J11Rik	-2.835586454	-0.370091944	-1.506258564	-1.937872501	-2.842648072	-3.641494915	-3.533279101	-3.128304865	-4.229960451	-3.089262358
1700030C10Rik	-3.474101126	-4.467876686	-4.443306647	-2.946017448	-3.86379769	-3.443630829	-4.357870192	-3.671874558	-4.074370084	-4.16409861
1700030J22Rik	-3.583903034	-4.321733698	-4.45744253	-1.9440366	-3.031822147	-3.895841086	-3.065296197	-4.49019889	-2.849605558	-3.406623697
1700030K09Rik	-0.450304531	-1.113237617	-0.769539587	-0.232073089	-0.589829278	-0.362181043	-0.388530044	-0.483297835	-0.176239102	-0.317003589
1700034F02Rik	-5.953642387	-5.865873353	-5.062888245	-5.695475155	-5.368878749	-5.41464119	-5.951297742	-6.008282236	-4.968263784	-6.171746715
1700034H14Rik	3.451512676	3.117531021	2.740198655	3.4206291	3.439628016	3.131291562	3.816883128	3.414639415	3.397122454	3.395044752
1700034H15Rik	-6.082006889	-5.491742279	-5.769890715	-4.633068351	-4.656055499	-4.673054866	-5.668092907	-5.075272555	-5.682268271	-5.042633709
1700034I23Rik	-6.976262212	-7.07454189			-7.140190567	-6.855162138				
1700037C18Rik	-4.054293571	-4.639255403	-4.852864277	-1.995293428	-2.704532066	-3.358111834	-2.511506061	-2.480031377	-3.724241233	-4.796736622
1700037H04Rik	0.198882257	-0.188791783	-1.008510912	-0.400257897	0.20812646	0.369085299	0.859036757	0.394750086	0.255428594	0.481571417
1700039E15Rik	-5.58695231	-5.371171673	-6.861359876	-4.181578144	-5.007615382	-4.274190127	-5.561778079	-6.728039435	-6.695590805	-4.691297603
1700040I03Rik	1.296956535	0.908469942	-0.09387139	0.705922878	1.42189331	2.263514626	2.134655104	1.429268767	1.083343125	1.234913076
1700040L02Rik	-0.540690414	-1.225510182	-1.511678775	-2.55756733	-1.820937937	-1.560319185	-2.347288706	-0.264236827	-0.715339466	-0.813924921
1700041G16Rik	-3.931526416		-3.793224317			-3.737607367	-3.705824171		-3.550693933	
1700047G07Rik	-3.780027722	-3.383797799		-3.317774821	-3.264578161	-2.500931883			-3.273880227	
1700047I17Rik2	-2.433221435	-2.454996459	-2.063285912	-2.003243256	-2.157009579	-1.291784509	-1.366486045	-1.585522713	-2.274503157	-2.740742063
